customer_id,name,email,city,joined_on,membership,_ingestion_timestamp,_source_file
1786,Diya Kumar,diyakumar@gmail.com,Vellore,2021-03-10,BASIC,2026-08-12T13:29:33.514031,customers.csv
1787,Geeta Kumar,geetakumar@yahoo.com,Pune,2023-10-13,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1788,Girish Balaji,girishbalaji@rediffmail.com,Pune,2020-03-24,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1789,Tushar Chatterjee,tusharchatterjee@outlook.com,Patna,2019-12-22,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1790,Pranav Kapoor,pranavkapoor@gmail.com,Erode,2019-11-20,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1791,Chetna Thakur,chetnathakur@gmail.com,Ahmedabad,2024-09-07,BASIC,2026-08-12T13:29:33.514031,customers.csv
1792,Riya Jadhav,riyajadhav@ymail.com,Thiruvananthapuram,2019-10-31,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1793,Ruhi Sinha,ruhisinha@outlook.com,Bengaluru,2022-07-24,BASIC,2026-08-12T13:29:33.514031,customers.csv
1776,Prakash Kulkarni,prakashkulkarni@rediffmail.com,Nashik,2021-01-21,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1775,Sai Nair,sainair@hotmail.com,Tiruchirappalli,2023-08-02,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1774,Pooja Chatterjee,poojachatterjee@hotmail.com,Kochi,2020-03-17,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1773,Rekha Vyas,rekhavyas@hotmail.com,Bengaluru,2021-09-15,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1755,Gaurav Trivedi,gauravtrivedi@outlook.com,Rohtak,2020-08-09,BASIC,2026-08-12T13:29:33.514031,customers.csv
1756,Rohit Mondal,rohitmondal@hotmail.com,Tirunelveli,2023-03-15,BASIC,2026-08-12T13:29:33.514031,customers.csv
1757,Pooja Biswas,pooja.biswas@gmail.com,Jaipur,2022-04-06,BASIC,2026-08-12T13:29:33.514031,customers.csv
1758,Kunal Kumar,kunalkumar@yahoo.com,Chittorgarh,2024-09-23,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1759,Ajay Sundaram,ajaysundaram@hotmail.com,Madurai,2023-04-01,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1760,Rohan Patel,rohanpatel@gmail.com,Jaipur,2019-11-18,BASIC,2026-08-12T13:29:33.514031,customers.csv
1761,Angel Chakraborty,angelchakraborty@ymail.com,Aurangabad,2020-05-11,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1762,Rekha Gupta,rekhagupta@rediffmail.com,Thiruvananthapuram,2023-12-12,BASIC,2026-08-12T13:29:33.514031,customers.csv
1794,Isha Bhaduri,ishabhaduri@gmail.com,Tiruchirappalli,2019-02-02,BASIC,2026-08-12T13:29:33.514031,customers.csv
1763,Avni Tripathi,avnitripathi@yahoo.co.in,Shivamogga,2022-09-08,BASIC,2026-08-12T13:29:33.514031,customers.csv
1765,Priya Deshpande,priyadeshpande@outlook.com,Ahmedabad,2022-12-12,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1766,Savita Nair,savitanair@rediffmail.com,Chandigarh,2024-01-13,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1767,Sundar Rajput,sundarrajput@gmail.com,Vijayawada,2021-09-30,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1768,Anil Sen,anilsen@gmail.com,Chandigarh,2022-03-21,BASIC,2026-08-12T13:29:33.514031,customers.csv
1769,Rahul Chatterjee,rahulchatterjee@outlook.com,Kanpur,2020-08-30,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1770,Radha Dubey,radhadubey@rediffmail.com,Mumbai,2020-05-09,BASIC,2026-08-12T13:29:33.514031,customers.csv
1771,Ishita Choudhary,ishitachoudhary@rediffmail.com,Jodhpur,2020-06-01,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1772,Arjun Kulkarni,arjunkulkarni@gmail.com,Ranchi,2020-06-26,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1764,Dipali Bajpai,dipalibajpai@rediffmail.com,Pune,2020-04-17,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1838,Prasad Mukherjee,prasad.mukherjee@ymail.com,Nashik,2024-04-24,BASIC,2026-08-12T13:29:33.514031,customers.csv
1795,Pranav Roy,pranavroy@yahoo.com,Thiruvananthapuram,2021-12-22,BASIC,2026-08-12T13:29:33.514031,customers.csv
1797,Atharva Balaji,atharvabalaji@yahoo.com,Mumbai,2019-10-03,BASIC,2026-08-12T13:29:33.514031,customers.csv
1820,Rohit Bhatt,rohitbhatt@gmail.com,Pune,2024-02-23,BASIC,2026-08-12T13:29:33.514031,customers.csv
1821,Advaith Jain,advaithjain@rediffmail.com,Jaipur,2023-10-26,BASIC,2026-08-12T13:29:33.514031,customers.csv
1822,Angel Modi,angelmodi@yahoo.co.in,Bhopal,2024-09-06,BASIC,2026-08-12T13:29:33.514031,customers.csv
1823,Varun Singh,varunsingh@outlook.com,Tiruchirappalli,2020-03-19,BASIC,2026-08-12T13:29:33.514031,customers.csv
1824,Angel Ghosh,angelghosh@outlook.com,Bikaner,2024-01-06,BASIC,2026-08-12T13:29:33.514031,customers.csv
1825,Sunita Chakraborty,sunita.chakraborty@yahoo.co.in,Ahmedabad,2019-12-09,BASIC,2026-08-12T13:29:33.514031,customers.csv
1826,Aakash Tiwari,aakashtiwari@rediffmail.com,Kochi,2019-12-10,BASIC,2026-08-12T13:29:33.514031,customers.csv
1827,Manish Sarkar,manishsarkar@ymail.com,Aurangabad,2021-08-10,BASIC,2026-08-12T13:29:33.514031,customers.csv
1828,Sachin Narayanan,sachinnarayanan@outlook.com,Pune,2022-10-15,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1829,Rudra Patel,rudrapatel@outlook.com,Rohtak,2022-01-03,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1830,Pari Bhaduri,paribhaduri@ymail.com,Patna,2021-08-23,BASIC,2026-08-12T13:29:33.514031,customers.csv
1831,Vinod Venkatesh,vinodvenkatesh@ymail.com,Gurugram,2019-11-30,BASIC,2026-08-12T13:29:33.514031,customers.csv
1832,Ramesh Nair,rameshnair@gmail.com,Ajmer,2020-10-25,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1833,Prasad Chatterjee,prasadchatterjee@yahoo.com,Nagpur,2020-04-10,BASIC,2026-08-12T13:29:33.514031,customers.csv
1834,Ramesh Narayanan,rameshnarayanan@ymail.com,Bhopal,2023-09-09,BASIC,2026-08-12T13:29:33.514031,customers.csv
1835,Vivaan Chopra,vivaanchopra@outlook.com,Dhanbad,2022-01-15,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1836,Rohit Sarkar,rohitsarkar@gmail.com,Hyderabad,2021-04-17,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1819,Shubham Roy,shubhamroy@yahoo.com,Allahabad,2022-07-02,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1818,Savita Trivedi,savitatrivedi@gmail.com,Jodhpur,2020-09-13,BASIC,2026-08-12T13:29:33.514031,customers.csv
1817,Manish Banerjee,manishbanerjee@yahoo.co.in,Gurugram,2019-11-10,BASIC,2026-08-12T13:29:33.514031,customers.csv
1816,Sachin Garg,sachingarg@yahoo.co.in,Udaipur,2023-03-28,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1798,Aakash Sarkar,aakashsarkar@gmail.com,Mumbai,2021-12-13,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1799,Varun Sen,varunsen@hotmail.com,Bhopal,2021-01-07,BASIC,2026-08-12T13:29:33.514031,customers.csv
1800,Isha Rajput,isharajput@rediffmail.com,Patna,2023-05-26,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1801,Rajesh Murthy,rajeshmurthy@yahoo.co.in,Bengaluru,2020-04-05,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1802,Nitin Malhotra,nitinmalhotra@rediffmail.com,Ahmedabad,2023-10-07,BASIC,2026-08-12T13:29:33.514031,customers.csv
1803,Saanvi Mane,saanvimane@gmail.com,Ahmedabad,2023-06-19,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1804,Aadhav Venkatesh,aadhavvenkatesh@outlook.com,Visakhapatnam,2019-04-29,BASIC,2026-08-12T13:29:33.514031,customers.csv
1805,Avni Rajan,avnirajan@outlook.com,Delhi,2022-08-16,BASIC,2026-08-12T13:29:33.514031,customers.csv
1796,Rudra Subramaniam,rudrasubramaniam@rediffmail.com,Pune,2021-03-24,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1806,Hira Sinha,hirasinha@outlook.com,Varanasi,2023-10-08,BASIC,2026-08-12T13:29:33.514031,customers.csv
1808,Falak Shah,falakshah@rediffmail.com,Kanpur,2020-11-13,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1809,Pari Menon,parimenon@hotmail.com,Bengaluru,2019-03-23,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1810,Aditya Dixit,adityadixit@hotmail.com,Tumakuru,2019-09-17,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1811,Reyansh Balaji,reyanshbalaji@hotmail.com,Vadodara,2020-10-05,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1812,Sushma Desai,sushmadesai@yahoo.com,Pune,2020-10-23,BASIC,2026-08-12T13:29:33.514031,customers.csv
1813,Amit Modi,amitmodi@ymail.com,Aurangabad,2019-02-25,BASIC,2026-08-12T13:29:33.514031,customers.csv
1814,Jyoti Singh,jyotis@ymail.com,Bengaluru,2023-06-18,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1815,Geeta Shah,geetashah@yahoo.co.in,Pune,2021-07-31,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1807,Ishita Gupta,ishitagupta@rediffmail.com,Aurangabad,2022-10-23,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1925,Prasad Shukla,prasadshukla@ymail.com,Thiruvananthapuram,2023-06-21,BASIC,2026-08-12T13:29:33.514031,customers.csv
1926,Hira Malhotra,hiramalhotra@gmail.com,Kanpur,2019-03-18,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1927,Sundar Banerjee,sundarbanerjee@yahoo.co.in,Indore,2022-07-27,BASIC,2026-08-12T13:29:33.514031,customers.csv
2037,Sara Vyas,saravyas@gmail.com,Tiruchirappalli,2022-01-30,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2038,Sara Saxena,sarasaxena@gmail.com,Noida,2020-12-27,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2039,Vivaan Banerjee,vivaanbanerjee@gmail.com,Hyderabad,2024-04-08,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
2040,Arjun Mehta,arjunmehta@yahoo.com,Ambala,2022-04-15,BASIC,2026-08-12T13:29:33.514031,customers.csv
2041,Neil Trivedi,neiltrivedi@outlook.com,Hyderabad,2020-09-12,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2042,Ekta Shukla,ekta.shukla@gmail.com,Alwar,2019-05-03,BASIC,2026-08-12T13:29:33.514031,customers.csv
2043,Pari Sethi,parisethi@hotmail.com,Shivamogga,2021-12-22,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2044,Rohit Kumar,rohitkumar@hotmail.com,Mumbai,2024-04-11,BASIC,2026-08-12T13:29:33.514031,customers.csv
2045,Shubham Das,shubhamdas@gmail.com,Vadodara,2020-11-26,BASIC,2026-08-12T13:29:33.514031,customers.csv
2046,Advaith Verma,advaithverma@yahoo.com,Bengaluru,2019-09-29,BASIC,2026-08-12T13:29:33.514031,customers.csv
2047,Lakshmi Mane,lakshmimane@ymail.com,Nagpur,2019-01-03,BASIC,2026-08-12T13:29:33.514031,customers.csv
2048,Lakshmi Krishnan,lakshmikrishnan@gmail.com,Ahmedabad,2023-02-06,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2049,Laila Iyer,lailaiyer@rediffmail.com,Udaipur,2021-03-14,BASIC,2026-08-12T13:29:33.514031,customers.csv
2050,Angel Sundaram,angelsundaram@gmail.com,Chennai,2019-12-03,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2051,Advaith Parikh,advaithparikh@gmail.com,Kolkata,2021-10-23,BASIC,2026-08-12T13:29:33.514031,customers.csv
2053,Aadhav Saxena,aadhavsaxena@hotmail.com,Thiruvananthapuram,2019-05-21,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2054,Dipali Vyas,dipalivyas@gmail.com,Bharatpur,2021-01-16,BASIC,2026-08-12T13:29:33.514031,customers.csv
2036,Krishna Kulkarni,krishnakulkarni@yahoo.co.in,Kolkata,2019-12-12,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2035,Varun Trivedi,varuntrivedi@gmail.com,Ahmedabad,2022-06-23,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
2034,Sunita Mittal,sunitamittal@gmail.com,Madurai,2019-03-08,BASIC,2026-08-12T13:29:33.514031,customers.csv
2033,Rahul Trivedi,rahultrivedi@yahoo.com,Raipur,2024-09-07,BASIC,2026-08-12T13:29:33.514031,customers.csv
2015,Aditya Chakraborty,adityachakraborty@gmail.com,Vellore,2022-09-01,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
2016,Sushma Subramaniam,sushmasubramaniam@hotmail.com,Guwahati,2019-11-06,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2017,Atharva Bhaduri,atharvabhaduri@ymail.com,Hyderabad,2019-12-26,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2018,Vinod Sarkar,vinodsarkar@yahoo.com,Udaipur,2023-11-01,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
2019,Riya Mane,riyamane@gmail.com,Bhubaneswar,2019-10-27,BASIC,2026-08-12T13:29:33.514031,customers.csv
2020,Sara Ghosh,saraghosh@rediffmail.com,Surat,2023-11-07,BASIC,2026-08-12T13:29:33.514031,customers.csv
2021,Manish Ghosh,manishghosh@gmail.com,Guwahati,2023-05-17,BASIC,2026-08-12T13:29:33.514031,customers.csv
2022,Vivaan Thakur,vivaanthakur@outlook.com,Hyderabad,2021-07-01,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2055,Siddharth Patel,siddharthpatel@gmail.com,Lucknow,2019-02-17,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2023,Hira Saxena,hirasaxena@rediffmail.com,Bhubaneswar,2021-03-31,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
2025,Swara Shukla,swarashukla@gmail.com,Vadodara,2019-06-11,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
2026,Aadhav Murthy,aadhavmurthy@gmail.com,Ahmedabad,2022-07-15,BASIC,2026-08-12T13:29:33.514031,customers.csv
