customer_id,first_name,last_name,email,phone,city,state,country,signup_date,membership,status
CUST00080,Rachel,Harvey,kimberlyjones@example.com,563-767-3369x36335,Bangalore,Tamil Nadu,India,2023-08-20,Gold,Active
CUST01039,Valerie,Rosario,jreyes@example.org,(421)996-2086x548,Bangalore,West Bengal,India,2023-06-03,Gold,Inactive
CUST02827,Daniel,Mckay,zachary97@example.org,001-485-705-8038x88492,Jaipur,Tamil Nadu,India,2023-11-08,Silver,Active
CUST03657,Jennifer,Barnett,nparsons@example.org,001-344-777-1121,Patna,Bihar,India,2024-01-06,Gold,Inactive
CUST03261,Jill,Marsh,cynthia17@example.net,+1-784-292-4789x212,Jaipur,West Bengal,India,2023-01-08,Silver,Active
CUST01198,Jerry,Stephenson,tinawade@example.com,369-214-1394x659,Delhi,Maharashtra,India,2022-10-27,Gold,Inactive
CUST01201,Kim,Cline,anthony90@example.com,817-638-3999x7174,Delhi,Tamil Nadu,India,2022-02-10,Platinum,Active
CUST00107,Carlos,Davis,shawn07@example.org,,Pune,Karnataka,India,2023-09-18,Platinum,Inactive
CUST03739,Christine,Morris,vwilliams@example.com,(445)786-5087x66795,Jaipur,Maharashtra,India,2022-08-02,Silver,Inactive
CUST01833,James,Wang,jasmine00@example.com,001-409-551-6454,Chennai,Rajasthan,India,2023-05-20,Platinum,Inactive
CUST01095,Jeremy,Jones,qorr@example.com,286-529-9860x6609,Patna,Rajasthan,India,2022-12-22,Platinum,Active
CUST04477,Caroline,Williams,nguyenjeremy@example.org,927-847-3550,Delhi,Delhi,India,2023-08-30,Gold,Inactive
CUST03236,Steven,Harris,cunninghamnicholas@example.org,001-487-886-4163x020,Pune,Bihar,India,2024-06-13,Silver,Active
CUST01273,Lindsey,Alexander,eric47@example.com,001-618-838-3158x679,Jaipur,West Bengal,India,2024-06-04,Gold,Inactive
CUST01021,Kristen,Torres,rconrad@example.net,363-952-5222x2555,Patna,Telangana,India,2024-05-25,Gold,Active
CUST01331,Patrick,Simon,vlee@example.net,+1-797-249-5983x70467,Jaipur,Karnataka,India,2023-05-02,Gold,Inactive
CUST02485,Mary,Clark,dana63@example.org,464.895.2446,Bangalore,Tamil Nadu,India,2022-02-26,Gold,Active
CUST04656,Lee,Logan,joshua21@example.com,834.334.6871,Pune,Maharashtra,India,2023-04-11,Gold,Active
CUST00752,Paul,Copeland,iking@example.net,+1-665-806-2996x301,Patna,Rajasthan,India,2022-09-29,Gold,Inactive
CUST03659,Richard,Payne,faithanderson@example.com,836.488.7338,Kolkata,Karnataka,India,2022-01-12,Gold,Active
CUST02342,James,Marquez,griffinbrittany@example.org,679-582-2814,Hyderabad,Telangana,India,2022-07-28,Silver,Active
CUST04636,Steven,Hopkins,dhouston@example.com,,Hyderabad,West Bengal,India,2023-06-29,Platinum,Inactive
CUST01336,Allison,Stuart,jason39@example.net,320-738-7005x86040,Patna,Delhi,India,2023-10-20,Gold,Active
CUST01422,Beth,Patrick,walter26@example.com,+1-771-392-0505,Jaipur,Telangana,India,2023-06-27,Gold,Active
CUST01428,Julie,Carrillo,johnsonkatie@example.org,899.531.9641x1056,Pune,Karnataka,India,2023-07-05,Gold,Active
CUST03318,Todd,Wheeler,wortiz@example.org,(207)369-6332,Hyderabad,Telangana,India,2022-08-09,Gold,Inactive
CUST01042,Betty,Holmes,darrylmorris@example.com,001-667-517-0729,Pune,Karnataka,India,2024-02-28,Gold,Active
CUST01504,Jo,Scott,reynoldsronnie@example.net,6206742610,Hyderabad,Karnataka,India,2023-12-29,Gold,Inactive
CUST00857,Maria,Mays,mward@example.org,541.956.6049x22088,Bangalore,Uttar Pradesh,India,2024-03-14,Platinum,Active
CUST03923,Jason,Vance,michael41@example.net,001-803-790-5301x9849,Jaipur,Tamil Nadu,India,2022-11-08,Platinum,Active
CUST00486,Christina,Clarke,qholland@example.com,(549)826-5238x14519,Bangalore,Rajasthan,India,2024-04-08,Gold,Active
CUST03939,Riley,Ellis,oscott@example.org,+1-341-977-7160x606,Hyderabad,Uttar Pradesh,India,2024-06-18,Platinum,Inactive
CUST01175,Kayla,Fuller,gravesmary@example.org,+1-235-528-3715x3230,Kolkata,West Bengal,India,2022-11-23,Silver,Active
CUST01363,Eric,Duncan,jamescollins@example.com,(419)981-0343,Kolkata,Uttar Pradesh,India,2023-05-01,Gold,Active
CUST04685,Stephanie,Sweeney,swiggins@example.org,,Bangalore,Bihar,India,2024-05-09,Silver,Inactive
CUST03887,Ashley,Davis,tyler11@example.net,001-643-268-0751x649,Kolkata,Bihar,India,2023-06-21,Silver,Active
CUST02576,Valerie,Alvarez,dcook@example.com,786-943-7582x609,Hyderabad,Rajasthan,India,2022-05-31,Gold,Inactive
CUST04273,Tasha,Howard,william50@example.com,001-537-709-7408x83883,Patna,Telangana,India,2024-01-05,Platinum,Inactive
CUST00030,Daniel,Brown,austin23@example.net,,Bangalore,Tamil Nadu,India,2022-06-11,Silver,Active
CUST02699,Brittney,Reynolds,william48@example.org,+1-984-858-0013,Mumbai,Rajasthan,India,2022-01-06,Gold,Inactive
CUST04233,William,Joseph,whiteleslie@example.org,+1-963-634-2442,Jaipur,Karnataka,India,2023-07-09,Silver,Active
CUST04006,Leslie,Welch,dorothy81@example.org,(411)860-5821,Kolkata,Maharashtra,India,2023-07-07,Silver,Inactive
CUST01306,Joel,Jones,laurapierce@example.org,613-960-2145x263,Kolkata,Tamil Nadu,India,2022-07-07,Silver,Inactive
CUST00531,David,Miller,johnsonjoanne@example.net,(644)828-3452x496,Delhi,Tamil Nadu,India,2024-05-09,Silver,Active
CUST01685,Alejandro,Johnson,sullivanjennifer@example.net,388.681.5441,Chennai,Karnataka,India,2024-05-02,Platinum,Inactive
CUST00241,Rebecca,Knight,nthompson@example.com,(591)573-7648,Bangalore,Karnataka,India,2022-04-03,Silver,Inactive
CUST04285,Laurie,Foster,lauralarsen@example.com,001-716-521-6986x92634,Lucknow,Delhi,India,2022-05-26,Silver,Inactive
CUST02673,Jennifer,Peck,allisonlopez@example.net,001-208-864-2272,Kolkata,Rajasthan,India,2023-03-16,Silver,Inactive
CUST02089,Sharon,Dixon,nealpamela@example.com,+1-867-954-8807x6723,Jaipur,Karnataka,India,2023-02-20,Platinum,Inactive
CUST00158,Melinda,Smith,cantuchristine@example.org,737.975.1866x9404,Mumbai,Bihar,India,2024-01-09,Silver,Active
CUST00692,Robert,Rogers,zryan@example.com,681-337-1568x41933,Kolkata,West Bengal,India,2022-03-30,Silver,Inactive
CUST00298,Michele,Murphy,andrew66@example.org,+1-285-506-5562,Mumbai,Maharashtra,India,2024-02-22,Platinum,Active
CUST02441,Carrie,Morris,dmcguire@example.com,001-836-403-4385,Hyderabad,Rajasthan,India,2023-06-15,Platinum,Inactive
CUST02991,Kelly,King,wheelermelanie@example.com,001-271-543-3274x6882,Hyderabad,Bihar,India,2023-10-10,Platinum,Active
CUST03480,Bryan,Jackson,gravesdavid@example.com,+1-371-377-6600,Chennai,Telangana,India,2023-03-26,Silver,Active
CUST01953,Gina,Lee,hmckenzie@example.com,8112489792,Patna,Karnataka,India,2024-01-01,Platinum,Inactive
CUST03188,Roger,Mcguire,joshua02@example.com,244.800.8690x7164,Lucknow,Karnataka,India,2023-04-04,Platinum,Inactive
CUST04893,Bryan,Thomas,elizabeth45@example.com,001-719-253-5552x046,Delhi,Tamil Nadu,India,2023-02-18,Silver,Inactive
CUST00024,Vanessa,Dunn,milleramber@example.net,851-556-6962x6908,Chennai,Bihar,India,2023-08-21,Platinum,Active
CUST04916,Jeffery,Mcclain,josephmendez@example.net,2042178541,Pune,Tamil Nadu,India,2022-11-22,Silver,Inactive
CUST03351,William,White,wadephilip@example.com,920-709-6697x0815,Delhi,Delhi,India,2023-03-15,Gold,Active
CUST03759,Angela,Rodriguez,mturner@example.com,233-475-9101,Bangalore,Tamil Nadu,India,2023-02-11,Platinum,Active
CUST02510,Maria,Miller,michelle23@example.com,001-388-701-7727x3810,Jaipur,Delhi,India,2022-04-21,Gold,Active
CUST04280,Michelle,Schultz,larryparks@example.org,+1-778-920-2317x8724,Pune,Delhi,India,2024-01-17,Silver,Inactive
CUST03663,Michelle,Miranda,jonescheryl@example.net,596.642.5952,Pune,Karnataka,India,2022-02-15,Platinum,Inactive
CUST02035,Abigail,Smith,zberry@example.com,347-352-6496x7817,Chennai,Telangana,India,2022-12-31,Silver,Active
CUST04205,Joshua,Baker,matthew59@example.com,+1-591-329-6598x8071,Patna,Tamil Nadu,India,2022-07-19,Gold,Active
CUST01096,Jesus,Coleman,cassandra93@example.com,001-809-782-8659,Chennai,Bihar,India,2023-03-29,Silver,Inactive
CUST02868,Bryan,Cooper,ubrown@example.com,+1-229-900-1196,Bangalore,Delhi,India,2023-06-19,Platinum,Active
CUST00229,Jason,Mendoza,reyesjennifer@example.net,,Kolkata,Karnataka,India,2023-12-18,Platinum,Inactive
CUST00240,Peter,Pham,dbarrett@example.com,565.342.3795,Kolkata,Maharashtra,India,2024-02-12,Gold,Active
CUST03018,Karen,Evans,ethan93@example.net,(351)350-5679,Patna,Rajasthan,India,2022-05-24,Silver,Inactive
CUST03983,Alyssa,Hernandez,abigailrodriguez@example.net,001-899-670-4080x30229,Bangalore,Telangana,India,2023-09-19,Platinum,Active
CUST04160,Deborah,Preston,grimesbradley@example.com,626-658-2568x82891,Patna,Uttar Pradesh,India,2022-02-18,Gold,Inactive
CUST00180,Timothy,Smith,perezjulie@example.com,424-844-3398x1349,Mumbai,Maharashtra,India,2023-03-26,Platinum,Active
CUST03998,Thomas,Rogers,brandon25@example.net,221-998-8346x6256,Kolkata,Rajasthan,India,2023-10-03,Platinum,Inactive
CUST02405,Erika,Bass,alyssajones@example.com,773-562-5621,Pune,Maharashtra,India,2023-04-25,Silver,Inactive
CUST02861,Michael,Garza,crystalvaughn@example.net,001-335-868-6152,Lucknow,Tamil Nadu,India,2024-02-16,Platinum,Active
CUST01719,Abigail,Warren,amanda80@example.com,350-681-8884x27671,Jaipur,Delhi,India,2023-09-30,Silver,Active
CUST04281,Sheri,Flores,pattersonsamantha@example.org,(335)241-1337x489,Bangalore,Telangana,India,2024-02-24,Platinum,Inactive
CUST01771,William,Jones,benjamin82@example.org,001-279-960-4440x316,Delhi,West Bengal,India,2023-08-22,Gold,Active
CUST02105,Brian,Garrett,xmcdonald@example.net,+1-830-486-0657x70190,Patna,Delhi,India,2022-09-18,Platinum,Inactive
CUST04663,Anna,Vaughn,amber11@example.org,453-321-4418,Jaipur,West Bengal,India,2023-10-29,Silver,Active
CUST04925,Kimberly,Moore,michelletownsend@example.net,8202542325,Delhi,Rajasthan,India,2022-10-01,Silver,Inactive
CUST00712,Rachael,Montes,isaacarmstrong@example.net,001-313-800-7329x59566,Jaipur,Karnataka,India,2023-06-10,Gold,Inactive
CUST02134,Eric,Barnes,mark03@example.org,+1-383-841-5844x943,Lucknow,Uttar Pradesh,India,2023-03-09,Platinum,Inactive
CUST02958,Tammy,Jennings,nelsonmelissa@example.org,+1-571-976-7871x9632,Delhi,Bihar,India,2023-03-31,Platinum,Inactive
CUST00334,Brittany,Nguyen,pmiller@example.net,,Chennai,Delhi,India,2022-06-08,Gold,Inactive
CUST00897,David,Taylor,pphillips@example.org,(373)824-9644x84654,Hyderabad,Telangana,India,2024-04-24,Platinum,Inactive
CUST04154,Sharon,Miller,sdeleon@example.com,592.748.1245,Chennai,Maharashtra,India,2022-07-28,Platinum,Active
CUST04284,Harry,Cardenas,adavenport@example.net,274.720.3942x820,Kolkata,Telangana,India,2024-03-08,Silver,Active
CUST03816,Chelsea,Brown,ojones@example.com,(608)688-0971,Hyderabad,Rajasthan,India,2022-03-09,Platinum,Active
CUST02396,Leah,Price,adamsjohnny@example.com,+1-879-415-0370x56067,Chennai,West Bengal,India,2022-03-18,Platinum,Inactive
CUST03993,Adam,Miller,kadams@example.net,5093801356,Hyderabad,Maharashtra,India,2023-08-09,Gold,Inactive
CUST03596,Veronica,Moss,cruzkimberly@example.net,483.241.7550x843,Hyderabad,Bihar,India,2022-12-15,Gold,Inactive
CUST03039,Jessica,Small,johnsonlatoya@example.org,001-761-481-9378x96967,Pune,Bihar,India,2022-01-25,Silver,Inactive
CUST04327,Joseph,Mejia,jesse55@example.net,(405)967-5689x23471,Patna,Delhi,India,2023-01-29,Platinum,Active
CUST00706,Dana,Ford,jleon@example.org,,Patna,Rajasthan,India,2022-07-27,Platinum,Active
CUST01375,Todd,Kennedy,hcastillo@example.org,+1-766-931-4782x297,Pune,Karnataka,India,2023-01-20,Platinum,Inactive
CUST02310,Bailey,Taylor,brenda71@example.com,(654)560-7327x313,Jaipur,Rajasthan,India,2024-04-22,Silver,Active
CUST03964,Zoe,Simpson,carloslewis@example.net,742.317.5330x06386,Mumbai,West Bengal,India,2023-09-18,Silver,Active
CUST04419,Eric,Novak,rmiller@example.com,(977)805-4378x4519,Jaipur,Telangana,India,2022-05-04,Gold,Inactive
CUST02882,Catherine,Carroll,ayersantonio@example.com,(215)724-0752x560,Delhi,Bihar,India,2023-01-01,Silver,Active
CUST01534,Erik,Shaw,jeffrey13@example.net,+1-960-247-8167x37884,Delhi,Telangana,India,2022-09-17,Platinum,Inactive
CUST03246,Amber,Simmons,brose@example.org,938.847.5730x4698,Hyderabad,Telangana,India,2024-04-02,Platinum,Active
CUST02650,David,Smith,shannon76@example.org,962-277-0136x5760,Chennai,Telangana,India,2022-10-02,Silver,Inactive
CUST03066,Angela,George,laura03@example.net,814.786.2949,Chennai,Bihar,India,2023-01-15,Platinum,Inactive
CUST00830,Michael,Marshall,rivasryan@example.org,(847)223-1082x71660,Patna,Tamil Nadu,India,2023-04-27,Platinum,Inactive
CUST03575,Kenneth,Jones,daltonsmith@example.org,798.520.7896x7396,Bangalore,West Bengal,India,2022-12-12,Silver,Inactive
CUST01452,Joseph,Walker,rachel04@example.com,+1-856-221-6293x827,Jaipur,West Bengal,India,2022-06-15,Silver,Active
CUST03804,Christina,Grant,pfloyd@example.org,(589)705-4211x21011,Kolkata,Maharashtra,India,2022-04-06,Platinum,Inactive
CUST02237,Marcus,Schwartz,brandi16@example.net,001-391-745-9627x6071,Lucknow,Rajasthan,India,2023-09-09,Platinum,Inactive
CUST04898,Annette,Goodwin,emilybanks@example.net,(278)804-3870,Chennai,Rajasthan,India,2022-10-08,Platinum,Inactive
CUST00280,Justin,Benson,rosariorobin@example.com,2057770621,Lucknow,Uttar Pradesh,India,2023-02-25,Gold,Active
CUST03500,Daniel,Garrett,john74@example.com,+1-888-855-7759x1020,Hyderabad,Rajasthan,India,2022-08-04,Gold,Inactive
CUST01618,James,Palmer,stephaniewallace@example.net,(760)609-8227x9047,Lucknow,Bihar,India,2023-05-02,Gold,Active
CUST01860,William,Davis,grantporter@example.com,943.501.6056,Kolkata,Karnataka,India,2022-04-21,Silver,Inactive
CUST04891,Stephen,Jackson,rosalesrichard@example.net,001-685-377-5101x93847,Pune,Delhi,India,2023-08-09,Gold,Active
CUST02255,Sandra,Brown,danielwashington@example.org,(972)415-8739x54270,Kolkata,Uttar Pradesh,India,2022-10-21,Silver,Active
CUST00894,Kaitlyn,Thompson,wolfedonna@example.net,920.594.1008x8551,Lucknow,Delhi,India,2023-12-20,Silver,Inactive
CUST02639,Richard,Mccoy,anoble@example.net,001-533-267-1735x530,Kolkata,West Bengal,India,2022-01-04,Gold,Active
CUST00656,John,Cherry,kmartinez@example.net,+1-629-273-9483x616,Mumbai,Delhi,India,2022-03-12,Gold,Inactive
CUST04688,Carolyn,Andrews,stewartmikayla@example.net,9082454161,Hyderabad,Delhi,India,2022-10-24,Gold,Inactive
CUST04615,Renee,Hartman,harryconner@example.com,(890)349-5852,Jaipur,Uttar Pradesh,India,2023-11-12,Platinum,Inactive
CUST00229,Jason,Mendoza,reyesjennifer@example.net,,Pune,Maharashtra,India,2023-12-18,Gold,Active
CUST04619,Steven,Olsen,nprice@example.com,001-219-709-0793,Chennai,Telangana,India,2022-02-14,Platinum,Active
CUST01130,Adriana,Atkinson,douglas73@example.org,322.285.2853,Delhi,Rajasthan,India,2024-04-04,Silver,Inactive
CUST02074,John,Lewis,webstergary@example.net,814-765-4214x7901,Jaipur,Rajasthan,India,2022-10-26,Platinum,Inactive
CUST04348,Joshua,Brown,jonathantanner@example.org,(684)661-5153x96894,Delhi,Bihar,India,2022-03-10,Gold,Active
CUST00492,Richard,Kirby,gwalker@example.org,799.517.7334x013,Hyderabad,Uttar Pradesh,India,2022-10-21,Silver,Inactive
CUST01733,Michael,Beasley,williamswilliam@example.net,001-945-613-1791x933,Pune,Bihar,India,2023-12-25,Silver,Inactive
CUST01216,Kaitlyn,Medina,randerson@example.org,802.700.7490,Patna,Karnataka,India,2022-06-05,Silver,Inactive
CUST02835,Alexa,Mcdonald,jeremy30@example.com,(262)247-3608x95591,Chennai,Karnataka,India,2022-07-02,Platinum,Active
CUST01269,Richard,Watson,ngonzalez@example.com,212-585-9874,Mumbai,Bihar,India,2024-02-25,Gold,Active
CUST04792,Kelly,Hill,oscar69@example.net,334.537.7134x96768,Patna,Uttar Pradesh,India,2023-12-08,Silver,Active
CUST01535,John,Johnson,amandawilson@example.org,(954)235-8631,Hyderabad,Bihar,India,2024-02-12,Silver,Inactive
CUST04689,Timothy,Campbell,tbeck@example.com,+1-610-597-3146,Jaipur,Rajasthan,India,2023-11-10,Silver,Inactive
CUST04985,Kelly,Gonzalez,ufisher@example.net,+1-681-402-4473x3846,Mumbai,Tamil Nadu,India,2022-03-24,Platinum,Inactive
CUST04306,Charles,Johnson,elizabeth37@example.net,463-936-8735x578,Kolkata,Delhi,India,2022-05-31,Platinum,Active
CUST00654,Michelle,King,qharrison@example.net,259-800-2968x16626,Lucknow,Tamil Nadu,India,2024-01-19,Gold,Inactive
CUST00995,William,Green,fwhite@example.org,+1-242-622-0297,Mumbai,Uttar Pradesh,India,2022-05-11,Platinum,Inactive
CUST01019,Marie,Fritz,vegarussell@example.net,(537)730-2677,Hyderabad,Tamil Nadu,India,2023-07-27,Silver,Inactive
CUST04591,Jacob,Johnson,rachel75@example.net,616-299-5807,Bangalore,Karnataka,India,2023-05-21,Gold,Inactive
CUST00556,Ryan,Mcdonald,brittanywilson@example.net,652-830-0444x996,Lucknow,West Bengal,India,2022-12-31,Silver,Active
CUST00009,Edward,Love,bishopeugene@example.org,737-303-1192x667,Delhi,Delhi,India,2022-04-15,Silver,Active
CUST01091,Patricia,Robinson,joseph98@example.net,+1-393-537-3459x8749,Chennai,Telangana,India,2022-01-30,Platinum,Inactive
CUST03476,Todd,Woods,linlinda@example.com,820.791.8923,Delhi,Uttar Pradesh,India,2023-01-18,Gold,Active
CUST03322,Kim,Robinson,dfoster@example.com,+1-805-473-6835x59833,Mumbai,Delhi,India,2024-01-07,Platinum,Active
CUST04227,Deborah,Moore,isoto@example.com,500-399-2826,Delhi,Tamil Nadu,India,2022-01-16,Platinum,Inactive
CUST03044,Paul,Wagner,haleygarza@example.org,272-953-1575,Hyderabad,Karnataka,India,2024-01-29,Gold,Inactive
CUST01372,Traci,Burton,robert18@example.net,(356)711-4904x226,Kolkata,Maharashtra,India,2022-12-26,Silver,Active
CUST00145,Benjamin,Chapman,snyderadam@example.com,938-709-8918x151,Jaipur,Telangana,India,2024-01-22,Silver,Inactive
CUST00677,Michael,Murray,stonejamie@example.net,001-359-262-4427x5583,Chennai,Delhi,India,2022-11-13,Gold,Active
CUST03935,Stephanie,Lawrence,hoffmankimberly@example.org,+1-624-925-1426x57079,Delhi,Karnataka,India,2022-05-13,Silver,Inactive
CUST02752,Victoria,Garcia,barrjames@example.com,+1-336-441-0424x771,Delhi,Karnataka,India,2022-12-22,Gold,Active
CUST00932,David,Norris,michael51@example.com,(267)932-3619,Mumbai,Tamil Nadu,India,2022-10-28,Gold,Inactive
CUST03817,William,Barrett,lambertkimberly@example.net,679.568.2891x218,Jaipur,Rajasthan,India,2022-03-24,Platinum,Active
CUST01607,Corey,Jackson,kmartinez@example.org,239.436.4414x358,Patna,Tamil Nadu,India,2022-09-22,Gold,Active
CUST00152,Joseph,Bradley,johnsonalvin@example.org,990.423.6549,Delhi,Rajasthan,India,2022-09-05,Platinum,Active
CUST03590,David,Powell,strevino@example.com,343.508.6174,Hyderabad,Rajasthan,India,2023-09-01,Silver,Inactive
CUST03899,Michael,Jones,acohen@example.com,001-244-801-4683,Bangalore,Telangana,India,2022-01-17,Silver,Active
CUST02414,Jonathan,Potts,nferguson@example.org,,Chennai,Tamil Nadu,India,2022-01-30,Silver,Active
CUST00228,Christine,Ortiz,gmcgee@example.org,(901)404-1191,Delhi,Maharashtra,India,2023-01-26,Silver,Inactive
CUST01540,Justin,Smith,lanecasey@example.net,7752858004,Hyderabad,Bihar,India,2023-06-26,Platinum,Inactive
CUST01745,Kelly,Burton,michael16@example.net,,Hyderabad,Bihar,India,2022-01-31,Silver,Active
CUST04265,Jacqueline,Green,daniel96@example.org,(298)406-3017,Chennai,Tamil Nadu,India,2024-04-04,Gold,Active
CUST02313,Stephanie,Valencia,briannaphelps@example.com,(795)272-1882,Patna,Tamil Nadu,India,2024-06-04,Gold,Inactive
CUST01617,Brian,Sullivan,ricesean@example.com,(959)920-5481x77792,Hyderabad,Telangana,India,2023-12-18,Gold,Inactive
CUST02104,Brett,Church,stephanie26@example.net,001-486-548-4415x34621,Bangalore,Tamil Nadu,India,2023-10-28,Platinum,Inactive
CUST01407,Brittany,Lopez,doughertytammy@example.org,864-845-7496x37384,Hyderabad,Rajasthan,India,2024-04-17,Silver,Inactive
