customer_id,first_name,last_name,email,phone,city,state,country,signup_date,membership,status
CUST00053,Carla,Morales,lambertnancy@example.net,+1-202-579-7792x2502,Jaipur,Maharashtra,India,2023-03-30,Silver,Active
CUST00054,Robert,Barnes,sarajackson@example.org,001-480-292-6742x860,Pune,Bihar,India,2022-04-06,Gold,Inactive
CUST00055,Stacey,Terry,kevin68@example.com,999.759.1715x135,Pune,Uttar Pradesh,India,2023-05-08,Silver,Active
CUST00056,Michele,Aguirre,garciaethan@example.org,+1-687-326-5283,Delhi,Uttar Pradesh,India,2023-01-24,Gold,Inactive
CUST00057,Lisa,Perez,dlopez@example.org,+1-580-594-2509x55770,Bangalore,West Bengal,India,2022-10-20,Platinum,Inactive
CUST00058,Julia,Hunter,jamesbauer@example.net,+1-220-242-5643x263,Pune,Telangana,India,2022-06-08,Silver,Active
CUST00059,Melissa,Frost,dhernandez@example.com,+1-312-419-0984x41423,Jaipur,Delhi,India,2023-08-17,Platinum,Inactive
CUST00060,Jill,Logan,bjarvis@example.com,(943)651-0159,Delhi,Rajasthan,India,2022-02-28,Platinum,Active
CUST00061,Lisa,Rosario,pamela45@example.org,+1-325-878-8648x3412,Jaipur,Maharashtra,India,2022-02-28,Silver,Active
CUST00062,Jeffrey,Miller,psmith@example.org,3554838069,Mumbai,Tamil Nadu,India,2023-09-02,Gold,Active
CUST00063,Kimberly,Moore,kimberly84@example.net,+1-297-950-7001x663,Pune,Delhi,India,2023-08-07,Platinum,Active
CUST00064,Brett,Shannon,shortpeter@example.org,(614)782-4666,Kolkata,West Bengal,India,2023-03-06,Gold,Inactive
CUST00065,Brendan,Shah,milleraustin@example.org,2966586334,Chennai,Tamil Nadu,India,2022-07-29,Gold,Inactive
CUST00066,Cindy,Tucker,qmclaughlin@example.com,,Hyderabad,Rajasthan,India,2022-05-15,Gold,Active
CUST00067,David,Fields,qmontes@example.net,001-250-391-6014x687,Lucknow,Maharashtra,India,2022-01-10,Silver,Active
CUST00068,Debra,Hall,judithoneill@example.com,8697158503,Hyderabad,Bihar,India,2023-06-03,Gold,Active
CUST00069,Penny,Norris,garywood@example.org,603.413.3937,Pune,Karnataka,India,2024-06-19,Gold,Active
CUST00070,Paul,Johnson,debra07@example.org,001-399-625-9641x083,Jaipur,Telangana,India,2023-03-25,Platinum,Active
CUST00071,Catherine,Mclean,christophersimpson@example.org,001-438-538-7718x948,Jaipur,Telangana,India,2023-11-15,Platinum,Active
CUST00072,Brenda,Snyder,mwise@example.com,670-943-2417,Patna,Telangana,India,2024-06-18,Silver,Active
CUST00073,Angela,Miller,monteschristopher@example.com,638.675.3616,Jaipur,Bihar,India,2024-01-31,Gold,Inactive
CUST00074,Paul,Richardson,collierkayla@example.org,(383)408-3010x00816,Pune,Karnataka,India,2023-09-12,Silver,Inactive
CUST00075,Rebecca,Lopez,karenjordan@example.org,533-717-6271x373,Lucknow,Telangana,India,2023-06-02,Silver,Active
CUST00076,Pamela,Carroll,mikeburns@example.org,308.724.4015x9886,Bangalore,Telangana,India,2023-10-12,Silver,Active
CUST00077,Emily,Horn,kathleenmitchell@example.com,001-439-531-1168x60700,Patna,Telangana,India,2022-12-08,Silver,Inactive
CUST00078,Matthew,Nelson,judithkennedy@example.org,368-265-1542,Bangalore,West Bengal,India,2023-07-19,Silver,Active
CUST00079,Sean,Graham,davissteven@example.net,606-887-0290,Patna,West Bengal,India,2022-03-19,Silver,Inactive
CUST00080,Rachel,Harvey,kimberlyjones@example.com,563-767-3369x36335,Jaipur,Bihar,India,2023-08-20,Gold,Active
CUST00081,John,Stewart,jbeck@example.net,+1-349-437-1903x570,Hyderabad,Karnataka,India,2022-02-12,Silver,Inactive
CUST00082,Brianna,Olson,huynhdavid@example.com,550-948-7908x085,Pune,Maharashtra,India,2022-08-04,Gold,Inactive
CUST00083,Amy,Gonzalez,myersdarren@example.net,445-724-0914x66407,Patna,Tamil Nadu,India,2023-09-28,Silver,Active
CUST00084,Jeffrey,Perez,julia96@example.net,(876)417-5553,Delhi,Bihar,India,2023-02-27,Platinum,Inactive
CUST00085,David,Hernandez,sheltonjennifer@example.com,228-555-0968,Bangalore,Tamil Nadu,India,2024-03-12,Gold,Active
CUST00086,Donald,Robinson,brian01@example.org,(490)710-5519,Mumbai,Uttar Pradesh,India,2024-03-17,Silver,Inactive
CUST00087,Brian,Neal,rachel23@example.org,424.943.1216x58507,Pune,Rajasthan,India,2022-08-16,Gold,Inactive
CUST00088,Nathan,Knox,hallchristine@example.net,874-675-4615x929,Pune,Tamil Nadu,India,2024-04-20,Silver,Active
CUST00089,Kenneth,Hall,jared68@example.com,001-575-633-2635x278,Chennai,Telangana,India,2023-02-13,Silver,Inactive
CUST00090,Julie,Knox,ffrye@example.org,+1-250-760-1235,Jaipur,Uttar Pradesh,India,2022-12-26,Platinum,Inactive
CUST00091,Ashley,Gardner,zrocha@example.com,201-866-1316x06281,Mumbai,Telangana,India,2022-01-29,Silver,Inactive
CUST00092,Jennifer,Perez,xhernandez@example.com,001-987-618-8548x06994,Mumbai,Uttar Pradesh,India,2022-02-09,Gold,Inactive
CUST00093,Tara,Baird,rbrooks@example.com,001-621-906-4372x383,Kolkata,West Bengal,India,2023-03-23,Silver,Inactive
CUST00094,Denise,Robertson,bbrady@example.com,538.762.5380x359,Pune,Telangana,India,2023-08-14,Silver,Inactive
CUST00095,Steven,Smith,fnguyen@example.net,001-494-350-9761x37375,Jaipur,West Bengal,India,2022-01-02,Platinum,Active
CUST00096,James,Diaz,maxwell86@example.org,934-323-9404x55655,Bangalore,Maharashtra,India,2023-01-08,Platinum,Inactive
CUST00097,Travis,Daniels,tiffany92@example.net,274.977.8626x0243,Chennai,Maharashtra,India,2023-10-01,Platinum,Inactive
CUST00098,Lindsey,Guzman,aaronclark@example.org,536.923.6684x7114,Hyderabad,Uttar Pradesh,India,2023-06-04,Gold,Inactive
CUST00099,Dustin,Russell,walkerjesse@example.net,860-474-4549,Hyderabad,West Bengal,India,2023-12-15,Silver,Active
CUST00100,Randy,Ware,dominique29@example.net,614-515-0182x887,Bangalore,Bihar,India,2023-03-07,Platinum,Inactive
CUST00101,Carol,Bullock,vfox@example.net,241.617.7120x446,Jaipur,Delhi,India,2023-02-20,Gold,Inactive
CUST00102,Tina,Morales,owilliams@example.net,001-944-532-3269,Bangalore,Karnataka,India,2022-08-04,Gold,Inactive
CUST00103,Amanda,Santiago,jacquelinewood@example.org,428-801-4437x3100,Pune,West Bengal,India,2023-03-29,Gold,Active
CUST00104,Carmen,Parker,connie99@example.net,+1-374-648-9386x06328,Mumbai,Telangana,India,2023-11-06,Platinum,Inactive
CUST00105,Katherine,Walker,sheila67@example.net,2027800808,Pune,Telangana,India,2022-04-06,Silver,Active
CUST00106,Daniel,Edwards,fosterjeremy@example.org,001-657-211-4354,Delhi,Delhi,India,2022-05-31,Silver,Inactive
CUST00107,Carlos,Davis,shawn07@example.org,,Mumbai,Rajasthan,India,2023-09-18,Gold,Active
CUST00108,Sara,Woods,alexanderbentley@example.com,327-392-9504x9916,Bangalore,Rajasthan,India,2024-01-06,Gold,Active
CUST00109,Carmen,Smith,benjamin24@example.com,8095136979,Delhi,Maharashtra,India,2022-06-01,Gold,Active
CUST00110,Lisa,Keller,tyler09@example.net,586.407.4008,Jaipur,Rajasthan,India,2022-06-30,Silver,Active
CUST00111,James,Beltran,dmartinez@example.com,420.271.1258x7435,Mumbai,Rajasthan,India,2024-05-18,Silver,Inactive
CUST00112,Jonathan,Cook,danielsmatthew@example.com,001-770-269-4942x25414,Jaipur,West Bengal,India,2023-11-15,Platinum,Inactive
CUST00113,Daniel,Daniel,williamsjason@example.org,242-909-0327,Lucknow,West Bengal,India,2024-02-13,Gold,Inactive
CUST00114,Michael,Henry,shaheric@example.org,756-721-9473x97927,Lucknow,Rajasthan,India,2022-06-12,Gold,Active
CUST00115,Larry,Powell,richard92@example.net,+1-713-565-2265x02004,Hyderabad,West Bengal,India,2024-05-10,Gold,Active
CUST00116,Nancy,Gonzales,hochoa@example.com,(555)698-1338,Lucknow,Maharashtra,India,2022-10-09,Platinum,Inactive
CUST00117,Audrey,Fleming,david08@example.net,(829)566-2388x83772,Hyderabad,Karnataka,India,2022-08-29,Gold,Active
CUST00118,Jose,Richardson,jyoung@example.net,297-369-0336x193,Patna,Tamil Nadu,India,2022-05-22,Gold,Active
CUST00119,Christine,Neal,shaneponce@example.com,001-274-826-9403x432,Pune,Maharashtra,India,2023-12-25,Gold,Inactive
CUST00120,Kathryn,Solomon,taylorbeth@example.com,+1-536-743-3140,Jaipur,Rajasthan,India,2022-12-05,Gold,Active
CUST00121,Shannon,Mitchell,daniel31@example.net,+1-603-785-9301x917,Bangalore,Uttar Pradesh,India,2022-07-31,Platinum,Active
CUST00122,Matthew,Moore,markcross@example.net,+1-445-679-7143x3334,Kolkata,Uttar Pradesh,India,2024-05-27,Gold,Active
CUST00123,Alexis,Robinson,troyclark@example.org,732.871.9747x2535,Hyderabad,Uttar Pradesh,India,2022-12-27,Gold,Active
CUST00124,Tammy,Bates,bradley89@example.com,727-649-0722,Pune,Telangana,India,2023-05-15,Gold,Inactive
CUST00125,Rebecca,Anthony,mtaylor@example.org,977.274.8804x58073,Bangalore,Karnataka,India,2022-01-30,Platinum,Inactive
CUST00126,Bruce,Cole,dunnmichele@example.net,+1-851-692-9214x43495,Patna,Rajasthan,India,2024-01-12,Silver,Active
CUST00127,Michael,Acosta,jamessmith@example.org,444-267-7537,Kolkata,Delhi,India,2023-02-08,Silver,Inactive
CUST00128,Cindy,Stewart,diana17@example.com,(797)219-1753x5568,Lucknow,Bihar,India,2022-05-19,Silver,Inactive
CUST00129,Mary,Smith,dscott@example.com,+1-916-857-6953,Chennai,Tamil Nadu,India,2023-01-24,Gold,Inactive
CUST00130,Gina,Diaz,emiller@example.org,+1-386-943-7784x8124,Bangalore,Telangana,India,2022-12-12,Gold,Inactive
CUST00131,Ann,Lopez,donnasnyder@example.com,8336990333,Mumbai,Rajasthan,India,2024-05-04,Silver,Active
CUST00132,Christopher,Morgan,wparker@example.net,001-645-221-1988,Pune,Maharashtra,India,2022-12-25,Platinum,Active
CUST00133,Craig,Morse,mariorangel@example.org,+1-720-654-0911x58201,Delhi,Tamil Nadu,India,2024-02-12,Silver,Active
CUST00134,Sandra,Castro,sarahgutierrez@example.net,9458792786,Patna,Tamil Nadu,India,2023-09-29,Silver,Inactive
CUST00135,Anthony,Jackson,youngtravis@example.net,+1-249-666-2736x678,Mumbai,Tamil Nadu,India,2023-11-17,Gold,Inactive
CUST00136,Melissa,Dickson,aaron55@example.net,001-297-380-3733,Chennai,Bihar,India,2024-02-25,Platinum,Active
CUST00137,Alexander,Ramos,colenicholas@example.com,8953941950,Patna,Telangana,India,2024-03-07,Silver,Active
CUST00138,Alexis,Chase,brad77@example.net,245-403-7698x7240,Kolkata,Uttar Pradesh,India,2022-11-16,Gold,Active
CUST00139,Luis,Salinas,kingtravis@example.com,(229)255-2710,Kolkata,Tamil Nadu,India,2022-03-19,Silver,Inactive
CUST00140,Ian,Blanchard,diana88@example.com,217-722-8753,Kolkata,Maharashtra,India,2024-05-20,Platinum,Active
CUST00141,Dawn,Douglas,jonesjoshua@example.com,(741)477-3787x731,Jaipur,Uttar Pradesh,India,2022-12-22,Platinum,Inactive
CUST00142,Sara,Davis,rwells@example.com,570.863.6173,Jaipur,Karnataka,India,2022-03-12,Silver,Inactive
CUST00143,Daisy,Clarke,michellelee@example.org,344-278-3489x985,Lucknow,Maharashtra,India,2024-04-22,Gold,Inactive
CUST00144,James,Castaneda,mercedes46@example.org,827.434.7780,Lucknow,Bihar,India,2023-10-13,Gold,Active
CUST00145,Benjamin,Chapman,snyderadam@example.com,938-709-8918x151,Jaipur,Telangana,India,2024-01-22,Platinum,Inactive
CUST00146,John,Gonzalez,erintaylor@example.net,001-439-912-7584x61186,Bangalore,Telangana,India,2023-04-22,Gold,Active
CUST00147,Jerry,Gonzalez,sharonlove@example.net,347.737.2608x89815,Mumbai,Telangana,India,2024-04-30,Gold,Active
CUST00148,Jessica,Johnson,tiffany00@example.org,+1-933-828-7046x6587,Lucknow,Uttar Pradesh,India,2024-02-08,Gold,Active
CUST00149,Kevin,Roman,careykimberly@example.net,(263)774-0070,Chennai,Bihar,India,2023-05-22,Gold,Active
CUST00150,Christopher,Hughes,christopherpaul@example.net,(522)701-6783x28476,Hyderabad,Karnataka,India,2022-12-30,Gold,Inactive
CUST00151,Richard,Andrews,adrian26@example.com,259-472-2118x0545,Delhi,West Bengal,India,2023-07-24,Silver,Active
CUST00152,Joseph,Bradley,johnsonalvin@example.org,990.423.6549,Bangalore,Rajasthan,India,2022-09-05,Platinum,Active
CUST00153,Joshua,Lambert,jgonzalez@example.com,(313)977-0116x190,Lucknow,Rajasthan,India,2023-12-09,Gold,Active
CUST00154,Ashley,Hill,camerontasha@example.net,(664)228-2404x15190,Hyderabad,Tamil Nadu,India,2022-04-06,Gold,Active
CUST00155,Margaret,Wilson,alexisjones@example.org,895.627.1431x826,Kolkata,Karnataka,India,2022-11-10,Gold,Inactive
CUST00156,Shane,Wilson,joneschristopher@example.com,(412)632-6053x22620,Jaipur,Karnataka,India,2023-03-12,Gold,Inactive
CUST00157,Ashley,Gonzalez,michael24@example.org,(983)737-3431,Hyderabad,Telangana,India,2022-10-05,Silver,Active
CUST00158,Melinda,Smith,cantuchristine@example.org,737.975.1866x9404,Pune,Karnataka,India,2024-01-09,Silver,Active
CUST00159,Kelly,Oconnor,fharris@example.org,470-897-0541x60685,Pune,Rajasthan,India,2022-07-16,Gold,Inactive
CUST00160,Melinda,Walker,dennisnichole@example.org,735-298-0601,Pune,Telangana,India,2022-04-13,Silver,Inactive
CUST00161,Heather,Morris,smithjacob@example.org,(353)462-7378x99779,Hyderabad,Delhi,India,2022-07-03,Platinum,Active
CUST00162,Michael,Allen,bobbydelgado@example.org,(715)669-5275x301,Delhi,Delhi,India,2022-10-08,Platinum,Inactive
CUST00163,Gary,Green,treeves@example.net,(608)910-7505,Patna,Rajasthan,India,2023-12-16,Silver,Active
CUST00164,Mary,Williams,whahn@example.net,378-341-1765x96645,Hyderabad,Rajasthan,India,2023-08-11,Gold,Inactive
CUST00165,Jason,Olson,zpollard@example.org,+1-430-549-3914x25602,Patna,Delhi,India,2022-12-15,Gold,Inactive
CUST00166,Kathleen,Soto,rodney71@example.net,648-492-4760x417,Mumbai,Uttar Pradesh,India,2022-04-27,Gold,Active
CUST00167,Bruce,Rocha,greynolds@example.net,812.594.4821x6248,Delhi,Bihar,India,2023-08-14,Silver,Inactive
CUST00168,Lisa,Cox,nthompson@example.net,281-744-2148x9439,Pune,Maharashtra,India,2022-03-29,Platinum,Inactive
CUST00169,Stephanie,Bishop,bridgesjuan@example.net,455.700.8957x338,Kolkata,Tamil Nadu,India,2023-09-13,Platinum,Inactive
CUST00170,Adam,Foley,craigguzman@example.com,442.274.7601x0869,Lucknow,Telangana,India,2023-04-07,Platinum,Inactive
CUST00171,Christopher,Daugherty,csmith@example.com,660-712-9340x17867,Kolkata,Delhi,India,2022-11-09,Platinum,Active
CUST00172,Stephen,Zamora,amy87@example.com,653-318-0111x7091,Pune,Tamil Nadu,India,2024-02-21,Gold,Active
CUST00173,Laurie,Tapia,duarterichard@example.net,908.211.4181x007,Pune,Bihar,India,2022-06-10,Platinum,Active
CUST00174,Aaron,Brown,udunlap@example.org,001-267-410-7156,Delhi,Uttar Pradesh,India,2022-06-10,Gold,Inactive
CUST00175,Amber,Beck,lance43@example.org,279-242-7650x85549,Delhi,Tamil Nadu,India,2022-10-26,Gold,Inactive
CUST00176,Isaiah,Morris,jeffrey51@example.net,+1-716-865-7743,Lucknow,Maharashtra,India,2023-12-21,Platinum,Active
CUST00177,Kathleen,Williams,oherrera@example.com,(767)646-6699,Kolkata,Tamil Nadu,India,2022-09-28,Gold,Active
CUST00178,Brenda,Serrano,kristina53@example.com,6029653003,Pune,Bihar,India,2023-07-12,Gold,Active
CUST00179,Joshua,Navarro,jonathancrawford@example.net,419.795.5925x032,Delhi,Bihar,India,2022-03-15,Gold,Inactive
CUST00180,Timothy,Smith,perezjulie@example.com,424-844-3398x1349,Mumbai,Rajasthan,India,2023-03-26,Platinum,Inactive
CUST00181,Thomas,Smith,sherrydean@example.org,3412225663,Bangalore,Telangana,India,2023-12-18,Platinum,Inactive
CUST00182,William,Lynch,wrightmarcus@example.net,887.454.4758,Mumbai,Delhi,India,2023-03-25,Gold,Inactive
CUST00183,Joyce,Murillo,icarter@example.net,547.832.1457,Hyderabad,Delhi,India,2023-09-11,Silver,Active
CUST00184,Susan,Moore,pmccoy@example.com,(841)253-1271x4831,Kolkata,Delhi,India,2023-11-22,Platinum,Inactive
CUST00185,Caroline,Thomas,zjackson@example.net,3745766895,Delhi,Bihar,India,2023-08-14,Gold,Inactive
CUST00186,Michael,Harris,uramirez@example.net,001-734-656-3850x24055,Patna,Uttar Pradesh,India,2022-10-12,Platinum,Inactive
CUST00187,Christopher,Collins,jeremymorse@example.net,+1-487-442-5300,Lucknow,Karnataka,India,2022-04-04,Gold,Inactive
CUST00188,Alexandria,Tucker,juliaklein@example.com,404-567-0875x30715,Mumbai,Bihar,India,2022-11-25,Gold,Inactive
CUST00189,Carolyn,Lee,youngaustin@example.com,666.493.1571,Lucknow,Telangana,India,2023-12-12,Platinum,Inactive
CUST00190,Michael,Sanders,donaldharris@example.com,579.581.0599x995,Jaipur,Delhi,India,2024-04-13,Gold,Active
CUST00191,Justin,Williams,walshbrandon@example.net,431.241.3057,Hyderabad,Karnataka,India,2022-11-19,Silver,Inactive
CUST00192,Kimberly,Hutchinson,santoscheryl@example.net,+1-530-931-7979,Jaipur,Delhi,India,2024-06-04,Platinum,Inactive
CUST00193,Jeffrey,Baker,michaeltaylor@example.net,706.753.0821,Delhi,Tamil Nadu,India,2023-02-28,Platinum,Inactive
CUST00194,Michael,Stewart,leahperez@example.net,831-323-3581,Lucknow,Rajasthan,India,2023-09-30,Silver,Active
CUST00195,Mary,Dodson,jeffrey23@example.com,(715)863-6708,Jaipur,Bihar,India,2022-10-01,Gold,Inactive
CUST00196,Eric,Harmon,richardray@example.org,602.320.2286x7759,Lucknow,Maharashtra,India,2023-12-17,,Active
CUST00197,Ian,Dunn,nelsonsamantha@example.net,815.512.8906,Patna,Telangana,India,2023-12-28,Platinum,Active
CUST00198,Meghan,Hess,ashley65@example.org,001-332-250-8576x551,Bangalore,Maharashtra,India,2023-07-20,Silver,Active
CUST00199,Thomas,Avery,alan68@example.com,(370)749-4314,Mumbai,Bihar,India,2023-04-18,Gold,Inactive
CUST00200,Paula,Moran,anthony39@example.net,624.400.1282,Hyderabad,Uttar Pradesh,India,2023-06-06,Gold,Inactive
CUST00201,Kevin,Padilla,robleskevin@example.net,(455)872-4923,Lucknow,West Bengal,India,2022-09-07,Silver,Inactive
CUST00202,Jennifer,Henry,charles22@example.com,232.262.6716,Kolkata,West Bengal,India,2022-07-15,Platinum,Active
CUST00203,Nancy,Sims,laurachang@example.com,(880)929-9845,Mumbai,Telangana,India,2024-06-03,Gold,Inactive
CUST00204,Ashley,Trujillo,stacie69@example.org,8482932284,Jaipur,Telangana,India,2024-03-17,Silver,Inactive
CUST00205,Cynthia,King,harrisgregory@example.com,+1-720-762-9458x285,Hyderabad,Rajasthan,India,2024-01-14,Silver,Inactive
CUST00206,Wesley,Hernandez,bryan06@example.com,925-854-1623x80871,Lucknow,Karnataka,India,2023-07-06,Gold,Inactive
CUST00207,Michael,Williams,matthewmooney@example.org,454.231.4928,Chennai,Tamil Nadu,India,2023-04-12,Platinum,Active
CUST00208,Jamie,Holmes,ellen10@example.com,(330)796-4416x3186,Bangalore,Tamil Nadu,India,2023-08-09,Gold,Active
CUST00209,John,Turner,medinavalerie@example.net,001-442-450-0209,Lucknow,Uttar Pradesh,India,2022-11-22,Gold,Active
CUST00210,Stephen,Haynes,cynthiahobbs@example.com,972.361.7266,Delhi,Bihar,India,2023-05-23,Platinum,Inactive
CUST00211,Sarah,Woods,blee@example.org,8627019612,Mumbai,Rajasthan,India,2024-06-09,Silver,Inactive
CUST00212,Donna,Yang,briancoleman@example.net,(607)342-2958,Patna,Uttar Pradesh,India,2022-01-16,Platinum,Active
CUST00213,Aaron,Gentry,rachel42@example.com,968.626.6689,Lucknow,Telangana,India,2022-03-18,Gold,Inactive
CUST00214,Megan,Whitehead,moorejessica@example.com,338-923-0980x31477,Mumbai,Karnataka,India,2023-10-28,Platinum,Inactive
CUST00215,Stephen,Andrews,vpoole@example.com,001-719-329-8190x7771,Lucknow,West Bengal,India,2022-11-21,Silver,Active
CUST00216,Carla,Roth,lcosta@example.net,504-574-0270x31607,Hyderabad,Tamil Nadu,India,2022-08-29,Platinum,Active
CUST00217,Bridget,Ferguson,pattersonjulie@example.com,(448)978-6005x27578,Mumbai,Maharashtra,India,2023-03-21,Gold,Active
CUST00218,Aaron,Hickman,handerson@example.org,(701)485-5948x2469,Hyderabad,Delhi,India,2023-12-12,Silver,Inactive
