user_id,transaction_date,transaction_id,store_id,region,city,state,product_category,product_name,sale_amount,price,quantity,status,age,subscription,email,username,raw_timestamp
U053,2024-06-17,T00015,S004,South,Dallas,TX,Clothing,T-Shirt,319.2,159.6,2,,19,Premium,user15@gmail.com,user15,2024-04-20 11:27:00
U024,2024-05-17,T00016,S003,West,San Francisco,CA,Books,Python Book,607.1,303.55,2,Pending,25,Premium,user16@gmail.com,user16,2024-04-24 04:27:00
U063,2024-01-24,T00017,S004,South,Miami,FL,Electronics,Laptop,6286.6,1257.32,5,,45,Basic,user17@gmail.com,,2024-03-01 05:26:00
U094,2024-04-26,T00018,S005,West,Los Angeles,CA,Clothing,Jacket,1650.0,412.5,4,Cancelled,40,Basic,user18@gmail.com,user18,2024-03-14 13:44:00
U008,2024-05-18,T00019,S001,East,New York,NY,Books,Python Book,877.19,877.19,1,Cancelled,33,Premium,user19@gmail.com,user19,2024-01-16 23:20:00
U073,2024-06-21,T00020,S002,West,Seattle,WA,Electronics,Phone,900.65,900.65,1,Cancelled,37,Premium,user20@gmail.com,user20,2024-03-01 12:07:00
U041,2024-03-07,T00021,S002,West,San Francisco,CA,Sports,Tennis Racket,2441.15,488.23,5,Pending,30,Premium,user21@gmail.com,user21,2024-02-22 21:45:00
U028,2024-05-24,T00022,S005,North,Detroit,MI,Books,Python Book,698.26,698.26,1,Pending,22,Basic,user22@gmail.com,user22,2024-01-26 02:34:00
U084,2024-05-19,T00023,S005,West,Los Angeles,CA,Books,SQL Guide,1337.02,668.51,2,Delivered,39,Basic,user23@gmail.com,user23,2024-06-29 09:39:00
U027,2024-02-09,T00024,S003,West,Los Angeles,CA,Books,Python Book,1118.78,1118.78,1,Delivered,39,Basic,user24@gmail.com,user24,2024-03-10 09:38:00
U017,2024-01-12,T00025,S003,South,Houston,TX,Electronics,Laptop,4989.76,1247.44,4,Delivered,41,Basic,user25@gmail.com,,2024-01-01 10:49:00
U048,2024-06-25,T00026,S005,South,Miami,FL,Electronics,Laptop,1418.68,1418.68,1,Cancelled,22,Basic,user26@gmail.com,user26,2024-02-08 17:02:00
U014,2024-02-23,T00027,S003,East,New York,NY,Books,SQL Guide,1350.41,1350.41,1,Cancelled,45,Basic,user27@gmail.com,user27,2024-06-23 07:42:00
U095,2024-03-26,T00028,S002,East,New York,NY,Furniture,Table,226.72,56.68,4,Pending,23,Premium,user28@gmail.com,user28,2024-04-15 21:55:00
U030,2024-04-27,T00029,S002,South,Dallas,TX,Clothing,Jacket,2457.1,1228.55,2,Delivered,39,Premium,user29@gmail.com,user29,2024-03-30 09:52:00
U069,2024-05-10,T00030,S003,South,Houston,TX,Books,Python Book,1619.1,539.7,3,Delivered,21,Basic,user30@gmail.com,user30,2024-04-12 21:53:00
U066,2024-03-29,T00031,S001,East,Philadelphia,PA,Books,Python Book,902.93,902.93,1,Pending,36,Premium,user31@gmail.com,user31,2024-03-21 13:38:00
U095,2024-05-17,T00032,S002,North,Chicago,IL,Clothing,Jacket,6949.25,1389.85,5,Pending,31,Premium,user32@gmail.com,user32,2024-06-24 23:47:00
U053,2024-03-17,T00033,S003,North,Minneapolis,MN,Books,Spark Handbook,1085.24,1085.24,1,Pending,40,Basic,user33@gmail.com,user33,2024-05-09 09:42:00
U052,2024-02-14,T00034,S005,East,New York,NY,Clothing,Jeans,4089.72,1022.43,4,Delivered,27,Basic,user34@gmail.com,user34,2024-06-06 18:19:00
U061,2024-04-23,T00035,S002,East,Boston,MA,Sports,Tennis Racket,2124.54,708.18,3,Cancelled,20,Basic,,user35,2024-06-21 06:32:00
U061,2024-02-07,T00036,S005,North,Chicago,IL,Furniture,Desk,2427.42,1213.71,2,Delivered,32,Basic,user36@gmail.com,user36,2024-01-07 01:15:00
U097,2024-06-16,T00037,S001,East,Philadelphia,PA,Clothing,T-Shirt,1524.4,381.1,4,Pending,25,Premium,user37@gmail.com,user37,2024-06-25 00:57:00
U077,2024-04-28,T00038,S003,South,Dallas,TX,Sports,Football,695.56,695.56,1,Pending,37,Basic,user38@gmail.com,user38,2024-06-19 16:35:00
U081,2024-06-12,T00039,S002,South,Dallas,TX,Clothing,T-Shirt,3397.89,1132.63,3,Pending,32,Premium,user39@gmail.com,user39,2024-03-11 16:31:00
U050,2024-01-21,T00040,S002,North,Chicago,IL,Books,SQL Guide,4025.04,1341.68,3,Cancelled,24,Premium,user40@gmail.com,user40,2024-02-05 04:14:00
U099,2024-02-22,T00041,S005,South,Houston,TX,Books,Spark Handbook,2541.4,635.35,4,Cancelled,18,Basic,user41@gmail.com,user41,2024-04-17 12:57:00
U070,2024-04-17,T00042,S005,South,Dallas,TX,Books,SQL Guide,5132.4,1283.1,4,,33,Premium,user42@gmail.com,user42,2024-05-17 23:47:00
U060,2024-06-22,T00043,S002,North,Detroit,MI,Clothing,Jacket,2069.88,517.47,4,Cancelled,35,Premium,user43@gmail.com,user43,2024-04-13 23:10:00
U007,2024-04-19,T00044,S003,South,Miami,FL,Sports,Tennis Racket,144.24,144.24,1,Pending,28,Premium,user44@gmail.com,user44,2024-02-04 14:11:00
U003,2024-04-17,T00045,S005,South,Houston,TX,Books,SQL Guide,3398.91,1132.97,3,Delivered,29,Premium,user45@gmail.com,user45,2024-03-05 02:30:00
U017,2024-01-06,T00046,S004,West,Seattle,WA,Electronics,Laptop,630.1,315.05,2,,21,Premium,user46@gmail.com,user46,2024-06-08 04:15:00
U075,2024-01-30,T00047,S001,South,Miami,FL,Books,SQL Guide,1833.44,916.72,2,Pending,36,Basic,user47@gmail.com,user47,2024-02-11 09:06:00
U099,2024-06-09,T00048,S003,South,Miami,FL,Furniture,Chair,5210.55,1042.11,5,Cancelled,37,Premium,user48@gmail.com,user48,2024-03-03 03:44:00
U054,2024-06-14,T00049,S004,West,San Francisco,CA,Sports,Cricket Bat,366.18,122.06,3,Delivered,31,Basic,user49@gmail.com,user49,2024-03-28 00:54:00
U069,2024-06-15,T00050,S004,South,Miami,FL,Furniture,Sofa,2212.04,1106.02,2,Pending,31,Basic,user50@gmail.com,user50,2024-03-10 19:51:00
U049,2024-04-28,T00051,S003,North,Chicago,IL,Electronics,Monitor,1523.68,380.92,4,Delivered,33,Basic,user51@gmail.com,user51,2024-05-25 19:42:00
U002,2024-06-01,T00052,S005,East,Boston,MA,Furniture,Desk,1571.1,523.7,3,Delivered,20,Premium,user52@gmail.com,user52,2024-06-28 08:35:00
U038,2024-05-05,T00053,S002,South,Houston,TX,Sports,Football,3903.76,975.94,4,Pending,40,Premium,user53@gmail.com,user53,2024-04-24 00:05:00
U043,2024-03-29,T00054,S003,North,Minneapolis,MN,Sports,Cricket Bat,3356.56,839.14,4,Cancelled,32,Basic,user54@gmail.com,user54,2024-04-18 23:35:00
U028,2024-05-17,T00055,S004,North,Detroit,MI,Furniture,Chair,974.02,487.01,2,Pending,41,Basic,user55@gmail.com,user55,2024-06-25 05:12:00
U006,2024-01-04,T00056,S001,West,Los Angeles,CA,Books,Python Book,856.71,285.57,3,Cancelled,27,Premium,user56@gmail.com,user56,2024-05-16 04:17:00
U033,2024-04-22,T00057,S004,South,Dallas,TX,Electronics,Mouse,2144.13,714.71,3,Delivered,44,Premium,user57@gmail.com,user57,2024-03-28 05:03:00
U016,2024-05-24,T00058,S005,South,Houston,TX,Electronics,Mouse,244.56,244.56,1,Pending,37,Premium,user58@gmail.com,user58,2024-03-18 02:15:00
U079,2024-03-19,T00059,S001,South,Houston,TX,Clothing,T-Shirt,7426.25,1485.25,5,Delivered,38,Premium,user59@gmail.com,user59,2024-05-25 19:03:00
U058,2024-01-20,T00060,S005,North,Minneapolis,MN,Electronics,Phone,554.48,277.24,2,Pending,27,Premium,user60@gmail.com,user60,2024-02-10 00:26:00
U085,2024-02-29,T00061,S002,East,Boston,MA,Books,Spark Handbook,501.4,125.35,4,Pending,21,Premium,user61@gmail.com,user61,2024-03-08 20:37:00
U073,2024-03-19,T00062,S003,East,Boston,MA,Furniture,Chair,265.57,,1,Pending,21,Basic,user62@gmail.com,user62,2024-06-01 23:52:00
U056,2024-04-22,T00063,S003,North,Minneapolis,MN,Clothing,T-Shirt,4095.85,819.17,5,Cancelled,26,Premium,user63@gmail.com,user63,2024-01-21 19:02:00
U098,2024-06-21,T00064,S002,West,Los Angeles,CA,Sports,Tennis Racket,1499.37,1499.37,1,Pending,34,Basic,user64@gmail.com,user64,2024-03-09 18:02:00
U042,2024-04-30,T00065,S001,North,Chicago,IL,Sports,Cricket Bat,5816.8,1454.2,4,Delivered,28,Basic,user65@gmail.com,user65,2024-03-30 13:21:00
U099,2024-03-21,T00066,S004,South,Houston,TX,Clothing,Jeans,693.14,693.14,1,Cancelled,44,Premium,user66@gmail.com,user66,2024-03-05 10:07:00
U007,2024-05-07,T00067,S002,South,Houston,TX,Electronics,Phone,2777.15,555.43,5,Pending,35,Premium,user67@gmail.com,user67,2024-06-09 14:48:00
U040,2024-06-04,T00068,S005,North,Detroit,MI,Clothing,Jacket,1460.26,1460.26,1,Delivered,35,Basic,user68@gmail.com,user68,2024-03-02 22:10:00
U066,2024-02-09,T00069,S003,West,Los Angeles,CA,Electronics,Keyboard,978.61,978.61,1,Pending,44,Basic,user69@gmail.com,user69,2024-05-07 22:18:00
U018,2024-06-02,T00070,S001,South,Dallas,TX,Clothing,Jeans,1175.42,587.71,2,Pending,42,Basic,user70@gmail.com,user70,2024-05-10 23:56:00
U020,2024-05-30,T00071,S004,North,Minneapolis,MN,Books,Python Book,3283.68,1094.56,3,Cancelled,33,Basic,user71@gmail.com,user71,2024-05-28 21:31:00
U050,2024-02-18,T00072,S002,North,Minneapolis,MN,Sports,Cricket Bat,5602.48,1400.62,4,Pending,19,Basic,user72@gmail.com,user72,2024-06-27 07:36:00
U043,2024-01-10,T00073,S001,South,Miami,FL,Clothing,T-Shirt,1506.18,753.09,2,Pending,21,Basic,user73@gmail.com,user73,2024-02-02 16:37:00
U051,2024-03-08,T00074,S001,West,Seattle,WA,Furniture,Sofa,261.5,130.75,2,Pending,45,Basic,user74@gmail.com,user74,2024-03-27 19:44:00
U037,2024-03-01,T00075,S002,North,Minneapolis,MN,Clothing,Jeans,933.84,933.84,1,Cancelled,20,Basic,user75@gmail.com,user75,2024-06-10 21:58:00
U008,2024-01-08,T00076,S003,West,Seattle,WA,Electronics,Keyboard,2094.24,1047.12,2,Pending,29,Basic,user76@gmail.com,user76,2024-01-12 10:50:00
U079,2024-02-16,T00077,S004,East,New York,NY,Sports,Cricket Bat,5145.3,1029.06,5,Cancelled,39,Premium,user77@gmail.com,user77,2024-02-13 05:05:00
U060,2024-04-27,T00078,S003,South,Miami,FL,Furniture,Table,3856.4,964.1,4,Cancelled,35,Premium,user78@gmail.com,user78,2024-03-06 21:00:00
U039,2024-04-18,T00079,S002,West,San Francisco,CA,Books,Spark Handbook,2896.89,965.63,3,Pending,45,Basic,user79@gmail.com,user79,2024-06-25 08:29:00
U085,2024-06-28,T00080,S004,West,Los Angeles,CA,Clothing,Jeans,2612.16,870.72,3,Pending,18,Premium,user80@gmail.com,user80,2024-03-16 00:53:00
U093,2024-06-07,T00081,S002,South,Houston,TX,Furniture,Desk,1924.38,962.19,2,Cancelled,21,Premium,user81@gmail.com,user81,2024-03-05 21:48:00
U054,2024-01-24,T00082,S002,North,Detroit,MI,Electronics,Mouse,3311.67,1103.89,3,Delivered,22,Basic,user82@gmail.com,user82,2024-03-16 10:47:00
U019,2024-03-27,T00083,S002,North,Chicago,IL,Books,SQL Guide,3374.73,1124.91,3,Cancelled,41,Basic,user83@gmail.com,user83,2024-01-30 14:04:00
U087,2024-04-26,T00084,S003,North,Chicago,IL,Clothing,Jacket,2442.39,814.13,3,Cancelled,30,Basic,user84@gmail.com,user84,2024-04-04 21:47:00
U083,2024-05-23,T00085,S001,West,Seattle,WA,Furniture,Sofa,936.93,936.93,1,Cancelled,44,Basic,user85@gmail.com,user85,2024-03-24 19:14:00
U013,2024-01-10,T00086,S002,North,Minneapolis,MN,Clothing,Jacket,174.22,87.11,2,Cancelled,22,Basic,,user86,2024-03-18 15:07:00
U063,2024-02-09,T00087,S005,South,Houston,TX,Sports,Cricket Bat,5592.8,1118.56,5,Pending,26,Premium,user87@gmail.com,user87,2024-04-16 20:06:00
U083,2024-01-26,T00088,S003,North,Chicago,IL,Clothing,T-Shirt,2572.14,1286.07,2,Delivered,30,Basic,user88@gmail.com,user88,2024-06-24 11:34:00
U043,2024-06-01,T00089,S002,East,New York,NY,Clothing,Jacket,1939.44,,2,Delivered,43,Premium,user89@gmail.com,user89,2024-01-06 01:50:00
U019,2024-02-07,T00090,S002,West,Seattle,WA,Furniture,Table,1012.54,506.27,2,Cancelled,26,Premium,user90@gmail.com,user90,2024-06-01 00:17:00
U023,2024-03-01,T00091,S003,West,Seattle,WA,Electronics,Phone,550.2,550.2,1,Delivered,22,Basic,user91@gmail.com,user91,2024-05-30 10:01:00
U065,2024-05-11,T00092,S002,West,Seattle,WA,Electronics,Keyboard,4685.88,1171.47,4,Cancelled,19,Basic,user92@gmail.com,user92,2024-05-31 03:28:00
U092,2024-04-19,T00093,S004,South,Miami,FL,Electronics,Laptop,5096.0,1274.0,4,Delivered,20,Basic,user93@gmail.com,,2024-06-24 03:31:00
U068,2024-05-20,T00094,S003,East,New York,NY,Furniture,Desk,4784.75,956.95,5,Pending,34,Basic,user94@gmail.com,user94,2024-03-24 12:38:00
U059,2024-02-28,T00095,S004,West,Seattle,WA,Electronics,Mouse,1313.0,656.5,2,Pending,41,Premium,user95@gmail.com,user95,2024-04-15 10:52:00
U012,2024-02-09,T00096,S001,North,Detroit,MI,Books,Spark Handbook,1721.91,573.97,3,Delivered,31,Premium,user96@gmail.com,user96,2024-06-24 15:04:00
U053,2024-05-23,T00097,S003,North,Chicago,IL,Sports,Football,7179.0,1435.8,5,Cancelled,42,Basic,user97@gmail.com,user97,2024-03-25 21:07:00
U062,2024-05-09,T00098,S002,West,San Francisco,CA,Sports,Cricket Bat,519.99,173.33,3,Delivered,29,Basic,user98@gmail.com,user98,2024-02-24 04:42:00
U072,2024-06-08,T00099,S001,West,San Francisco,CA,Sports,Football,5083.32,1270.83,4,Cancelled,39,Basic,user99@gmail.com,user99,2024-06-06 21:41:00
U019,2024-03-30,T00100,S005,West,Los Angeles,CA,Books,Spark Handbook,4151.64,1383.88,3,Cancelled,30,Premium,user100@gmail.com,user100,2024-01-02 05:55:00
U048,2024-04-17,T00101,S003,East,Philadelphia,PA,Electronics,Laptop,1692.0,338.4,5,Cancelled,28,Premium,,user101,2024-04-26 10:10:00
U057,2024-06-18,T00102,S004,West,Los Angeles,CA,Furniture,Chair,422.71,422.71,1,Pending,24,Premium,user102@gmail.com,user102,2024-04-18 15:38:00
U051,2024-06-19,T00103,S005,North,Detroit,MI,Electronics,Monitor,3701.1,740.22,5,Delivered,18,Premium,user103@gmail.com,user103,2024-03-19 01:14:00
U023,2024-01-02,T00104,S002,North,Chicago,IL,Furniture,Desk,1516.86,505.62,3,Pending,35,Premium,user104@gmail.com,user104,2024-05-07 23:27:00
U055,2024-04-27,T00105,S005,North,Chicago,IL,Clothing,Jeans,665.61,665.61,1,Pending,40,Basic,user105@gmail.com,user105,2024-01-20 10:36:00
U047,2024-06-07,T00106,S001,North,Chicago,IL,Clothing,Jacket,823.11,274.37,3,Pending,45,Premium,user106@gmail.com,user106,2024-04-27 22:58:00
U100,2024-03-20,T00107,S002,East,Boston,MA,Sports,Cricket Bat,682.0,136.4,5,Delivered,34,Premium,user107@gmail.com,user107,2024-03-27 07:21:00
U078,2024-02-07,T00108,S002,East,Boston,MA,Books,Spark Handbook,739.36,369.68,2,Cancelled,20,Premium,user108@gmail.com,user108,2024-03-06 06:11:00
U042,2024-05-24,T00109,S003,South,Houston,TX,Sports,Tennis Racket,4112.32,1028.08,4,Delivered,32,Premium,user109@gmail.com,user109,2024-06-13 20:39:00
U058,2024-05-09,T00110,S001,South,Houston,TX,Books,SQL Guide,515.65,103.13,5,Delivered,29,Basic,user110@gmail.com,user110,2024-01-19 09:29:00
U095,2024-04-28,T00111,S001,West,Seattle,WA,Electronics,Mouse,3852.3,770.46,5,Pending,43,Premium,user111@gmail.com,user111,2024-05-28 17:50:00
U011,2024-04-25,T00112,S005,North,Minneapolis,MN,Clothing,Jeans,2874.86,1437.43,2,Cancelled,23,Premium,user112@gmail.com,user112,2024-01-27 10:45:00
U037,2024-02-10,T00113,S004,East,Philadelphia,PA,Clothing,T-Shirt,3968.35,793.67,5,Pending,42,Basic,user113@gmail.com,user113,2024-04-03 11:58:00
U093,2024-06-22,T00114,S005,West,Seattle,WA,Books,Python Book,479.61,,3,Delivered,28,Premium,user114@gmail.com,user114,2024-04-08 09:16:00
U083,2024-01-22,T00115,S003,East,Boston,MA,Books,Spark Handbook,843.4,210.85,4,Delivered,39,Premium,user115@gmail.com,user115,2024-03-20 17:24:00
U029,2024-02-24,T00116,S002,South,Miami,FL,Books,Python Book,1431.36,477.12,3,Delivered,20,Basic,user116@gmail.com,user116,2024-03-28 15:12:00
U049,2024-03-27,T00117,S002,West,Seattle,WA,Sports,Tennis Racket,379.35,75.87,5,Delivered,23,Premium,user117@gmail.com,user117,2024-06-07 04:38:00
U058,2024-06-05,T00118,S002,South,Dallas,TX,Clothing,T-Shirt,2909.98,1454.99,2,Cancelled,25,Basic,user118@gmail.com,user118,2024-03-13 23:50:00
U068,2024-04-28,T00119,S004,South,Dallas,TX,Books,Spark Handbook,7384.85,1476.97,5,Delivered,44,Premium,user119@gmail.com,user119,2024-03-13 12:32:00
U011,2024-01-27,T00120,S002,East,Boston,MA,Electronics,Keyboard,2522.16,840.72,3,Pending,32,Premium,user120@gmail.com,user120,2024-05-12 03:18:00
U048,2024-04-16,T00121,S002,South,Dallas,TX,Furniture,Sofa,4191.3,1397.1,3,Pending,20,Basic,user121@gmail.com,user121,2024-01-14 12:32:00
U061,2024-02-05,T00122,S002,East,New York,NY,Books,Python Book,3573.72,1191.24,3,Cancelled,33,Basic,user122@gmail.com,user122,2024-01-10 09:58:00
U015,2024-05-20,T00123,S003,West,Los Angeles,CA,Electronics,Monitor,2511.5,1255.75,2,Delivered,27,Premium,user123@gmail.com,user123,2024-06-04 16:27:00
U003,2024-01-29,T00124,S005,West,Los Angeles,CA,Clothing,Jeans,3482.65,696.53,5,Cancelled,25,Premium,user124@gmail.com,user124,2024-05-07 19:34:00
U011,2024-04-16,T00125,S005,North,Detroit,MI,Electronics,Mouse,1128.12,376.04,3,Pending,20,Premium,user125@gmail.com,user125,2024-02-17 21:42:00
U031,2024-01-05,T00126,S001,South,Houston,TX,Electronics,Keyboard,1186.2,395.4,3,Cancelled,41,Basic,user126@gmail.com,user126,2024-04-01 02:22:00
U062,2024-02-14,T00127,S002,East,New York,NY,Books,Spark Handbook,3671.97,1223.99,3,Delivered,20,Basic,user127@gmail.com,user127,2024-06-24 14:44:00
U070,2024-03-21,T00128,S004,West,San Francisco,CA,Furniture,Chair,2661.94,1330.97,2,Pending,19,Premium,user128@gmail.com,user128,2024-03-20 16:25:00
U057,2024-04-04,T00129,S004,North,Detroit,MI,Electronics,Monitor,612.66,204.22,3,Pending,23,Basic,user129@gmail.com,user129,2024-04-21 12:47:00
U024,2024-01-21,T00130,S005,South,Houston,TX,Sports,Cricket Bat,1096.08,1096.08,1,Pending,28,Premium,user130@gmail.com,user130,2024-04-20 19:52:00
U045,2024-04-19,T00131,S004,West,San Francisco,CA,Books,SQL Guide,3647.52,911.88,4,Delivered,41,Basic,user131@gmail.com,user131,2024-02-12 22:28:00
U078,2024-06-22,T00132,S004,South,Houston,TX,Electronics,Laptop,2230.8,557.7,4,Delivered,22,Premium,user132@gmail.com,user132,2024-02-10 00:09:00
U058,2024-01-09,T00133,S003,East,Philadelphia,PA,Books,SQL Guide,5700.84,1425.21,4,Pending,32,Premium,user133@gmail.com,user133,2024-06-03 04:43:00
U024,2024-03-04,T00134,S004,East,Philadelphia,PA,Books,SQL Guide,2944.05,981.35,3,Cancelled,30,Premium,user134@gmail.com,user134,2024-01-30 00:47:00
U010,2024-05-05,T00135,S004,North,Detroit,MI,Clothing,Jacket,2213.25,442.65,5,Delivered,40,Basic,user135@gmail.com,user135,2024-02-21 03:08:00
U039,2024-05-20,T00136,S002,West,Seattle,WA,Books,Spark Handbook,3210.36,1070.12,3,Cancelled,40,Premium,,user136,2024-05-18 09:57:00
U071,2024-03-01,T00137,S005,North,Minneapolis,MN,Furniture,Chair,2384.52,1192.26,2,Pending,32,Premium,user137@gmail.com,user137,2024-05-06 00:23:00
U041,2024-04-14,T00138,S001,West,Los Angeles,CA,Books,SQL Guide,3192.12,798.03,4,Pending,32,Basic,user138@gmail.com,user138,2024-05-27 02:08:00
U039,2024-01-15,T00139,S002,East,Philadelphia,PA,Sports,Football,1320.56,660.28,2,Delivered,28,Premium,user139@gmail.com,user139,2024-02-01 16:09:00
U039,2024-05-21,T00140,S005,North,Minneapolis,MN,Books,Python Book,931.59,,3,Cancelled,20,Premium,user140@gmail.com,user140,2024-03-11 04:40:00
U006,2024-05-24,T00141,S005,East,New York,NY,Sports,Tennis Racket,2598.4,519.68,5,Pending,38,Premium,user141@gmail.com,user141,2024-01-11 00:05:00
U088,2024-03-18,T00142,S004,South,Miami,FL,Electronics,Keyboard,2243.55,448.71,5,Pending,32,Premium,user142@gmail.com,user142,2024-05-03 07:51:00
U092,2024-03-28,T00143,S003,West,Los Angeles,CA,Clothing,T-Shirt,2829.48,707.37,4,Cancelled,45,Basic,user143@gmail.com,user143,2024-06-04 04:20:00
U058,2024-03-02,T00144,S002,South,Dallas,TX,Books,Spark Handbook,885.75,177.15,5,Delivered,21,Premium,user144@gmail.com,user144,2024-04-29 03:17:00
U041,2024-02-10,T00145,S002,North,Detroit,MI,Sports,Cricket Bat,2889.56,1444.78,2,Delivered,33,Basic,user145@gmail.com,user145,2024-03-24 18:46:00
U075,2024-05-09,T00146,S003,South,Houston,TX,Clothing,Jacket,1418.94,1418.94,1,Delivered,19,Basic,user146@gmail.com,user146,2024-04-27 07:13:00
U034,2024-01-28,T00147,S003,South,Miami,FL,Clothing,T-Shirt,160.5,32.1,5,Pending,29,Premium,user147@gmail.com,user147,2024-04-20 04:56:00
U058,2024-03-14,T00148,S005,South,Dallas,TX,Sports,Tennis Racket,1113.08,556.54,2,Pending,44,Premium,user148@gmail.com,user148,2024-01-19 12:32:00
U066,2024-04-03,T00149,S004,East,New York,NY,Clothing,T-Shirt,2536.77,845.59,3,Cancelled,19,Premium,user149@gmail.com,user149,2024-02-06 06:38:00
U079,2024-06-04,T00150,S003,West,Los Angeles,CA,Books,SQL Guide,3481.7,696.34,5,Delivered,30,Basic,user150@gmail.com,user150,2024-05-11 04:20:00
U043,2024-03-17,T00151,S001,North,Minneapolis,MN,Sports,Tennis Racket,4275.72,1068.93,4,Pending,36,Basic,user151@gmail.com,user151,2024-05-01 00:23:00
U068,2024-01-14,T00152,S005,West,Seattle,WA,Clothing,T-Shirt,4374.5,874.9,5,Pending,22,Premium,user152@gmail.com,user152,2024-05-29 15:10:00
U027,2024-04-17,T00153,S004,West,Seattle,WA,Electronics,Phone,672.74,672.74,1,,42,Basic,user153@gmail.com,user153,2024-02-08 13:44:00
U041,2024-06-18,T00154,S002,West,Seattle,WA,Furniture,Table,2505.35,501.07,5,Pending,35,Basic,user154@gmail.com,user154,2024-05-02 16:24:00
U029,2024-03-04,T00155,S003,North,Minneapolis,MN,Books,Spark Handbook,1218.2,304.55,4,Pending,40,Premium,user155@gmail.com,user155,2024-03-12 17:19:00
U087,2024-03-11,T00156,S005,South,Houston,TX,Clothing,T-Shirt,7009.4,1401.88,5,Pending,30,Basic,user156@gmail.com,user156,2024-03-14 03:36:00
U062,2024-04-23,T00157,S002,East,Boston,MA,Electronics,Monitor,532.62,532.62,1,Delivered,44,Basic,user157@gmail.com,user157,2024-06-16 08:47:00
U082,2024-01-13,T00158,S002,North,Chicago,IL,Electronics,Mouse,1870.7,374.14,5,Delivered,21,Basic,user158@gmail.com,user158,2024-06-20 16:14:00
U061,2024-05-20,T00159,S004,North,Minneapolis,MN,Clothing,Jacket,55.34,27.67,2,Cancelled,24,Basic,user159@gmail.com,user159,2024-02-10 13:41:00
U023,2024-01-10,T00160,S001,North,Detroit,MI,Electronics,Laptop,1818.45,363.69,5,Pending,43,Basic,user160@gmail.com,user160,2024-02-14 13:56:00
U059,2024-06-03,T00161,S005,East,Philadelphia,PA,Books,Python Book,461.62,,1,Cancelled,33,Premium,user161@gmail.com,user161,2024-01-28 10:18:00
U024,2024-04-27,T00162,S001,South,Houston,TX,Furniture,Chair,781.47,260.49,3,Cancelled,28,Basic,user162@gmail.com,user162,2024-06-14 08:45:00
U086,2024-05-11,T00163,S001,East,New York,NY,Sports,Tennis Racket,4975.76,1243.94,4,Delivered,22,Basic,user163@gmail.com,user163,2024-03-24 02:25:00
U093,2024-03-09,T00164,S005,North,Chicago,IL,Electronics,Monitor,1474.28,368.57,4,Delivered,26,Basic,user164@gmail.com,user164,2024-03-25 09:37:00
U040,2024-06-24,T00165,S001,East,New York,NY,Electronics,Keyboard,769.14,256.38,3,Cancelled,27,Basic,user165@gmail.com,user165,2024-05-08 22:49:00
