customer_id,customer_name,email,registration_date,customer_type
CUST00062,Amit Mehta,amitmehta62@example.com,2023-01-22,VIP
CUST00063,Pooja Kumar,poojakumar63@example.com,2024-08-25,REGULAR
CUST00064,Rahul Verma,rahulverma64@example.com,2024-12-25,VIP
CUST00065,Rahul Kumar,rahulkumar65@example.com,2023-03-11,REGULAR
CUST00066,Kavya Mehta,kavyamehta66@example.com,2023-03-14,VIP
CUST00067,Neha Gupta,nehagupta67@example.com,2024-11-16,PREMIUM
CUST00068,Neha Malhotra,nehamalhotra68@example.com,2023-05-16,VIP
CUST00069,Nikhil Agarwal,nikhilagarwal69@example.com,2024-08-13,PREMIUM
CUST00070,Neha Patel,nehapatel70@example.com,2025-04-06,PREMIUM
CUST00071,Neha Verma,nehaverma71@example.com,2023-04-10,VIP
CUST00072,Sneha Mehta,snehamehta72@example.com,2024-03-09,PREMIUM
CUST00073,Karan Sharma,karansharma73@example.com,2024-11-20,VIP
CUST00074,Vikas Verma,vikasverma74@example.com,2023-03-04,PREMIUM
CUST00075,Simran Mehta,simranmehta75@example.com,2025-03-30,REGULAR
CUST00076,Neha Kumar,nehakumar76@example.com,2023-07-14,VIP
CUST00077,Karan Singh,karansingh77@example.com,2024-03-08,REGULAR
CUST00078,Rohan Patel,rohanpatel78@example.com,2023-09-13,REGULAR
CUST00079,Karan Malhotra,karanmalhotra79@example.com,2023-04-11,REGULAR
CUST00080,Vikas Malhotra,vikasmalhotra80@example.com,2025-05-06,REGULAR
CUST00081,Amit Kumar,amitkumar81@example.com,2023-06-20,PREMIUM
CUST00082,Karan Patel,karanpatel82@example.com,2023-08-07,PREMIUM
CUST00083,Nikhil Sharma,nikhilsharma83@example.com,2023-06-18,PREMIUM
CUST00084,Rahul Joshi,rahuljoshi84@example.com,2023-09-29,PREMIUM
CUST00085,Rohan Joshi,rohanjoshi85@example.com,2024-12-14,VIP
CUST00086,Aditya Malhotra,adityamalhotra86@example.com,2024-11-08,VIP
CUST00087,Karan Singh,karansingh87@example.com,2023-07-14,PREMIUM
CUST00088,Neha Sharma,nehasharma88@example.com,2024-08-16,VIP
CUST00089,Pooja Sharma,poojasharma89@example.com,2025-02-04,PREMIUM
CUST00090,Rahul Sharma,rahulsharma90@example.com,2024-08-21,PREMIUM
CUST00091,Pooja Malhotra,poojamalhotra91@example.com,2023-06-11,REGULAR
CUST00092,Pooja Verma,poojaverma92@example.com,2025-05-21,REGULAR
CUST00093,Amit Agarwal,amitagarwal93@example.com,2023-03-11,VIP
CUST00094,Kavya Kumar,kavyakumar94@example.com,2024-02-18,REGULAR
CUST00095,Nikhil Agarwal,nikhilagarwal95@example.com,2023-09-10,VIP
CUST00096,Arjun Sharma,arjunsharma96@example.com,2024-09-26,REGULAR
CUST00097,Sneha Agarwal,snehaagarwal97@example.com,2024-08-01,VIP
CUST00098,Ankit Gupta,ankitgupta98@example.com,2023-07-29,VIP
CUST00099,Simran Mehta,simranmehta99@example.com,2023-09-02,PREMIUM
CUST00100,Sneha Singh,snehasingh.com,2024-04-13,PREMIUM
CUST00101,Nikhil Verma,nikhilverma101@example.com,2023-01-10,PREMIUM
CUST00102,Arjun Agarwal,arjunagarwal102@example.com,2023-04-13,REGULAR
CUST00103,Pooja Kumar,poojakumar103@example.com,2024-06-02,PREMIUM
CUST00104,Priya Mehta,priyamehta104@example.com,2025-06-21,REGULAR
CUST00105,Nikhil Kumar,nikhilkumar105@example.com,2024-01-14,PREMIUM
CUST00106,Priya Patel,priyapatel106@example.com,2025-05-03,VIP
CUST00107,Simran Gupta,simrangupta107@example.com,2024-09-18,VIP
CUST00108,Pooja Sharma,poojasharma108@example.com,2024-11-14,VIP
CUST00109,Rohan Verma,rohanverma109@example.com,2025-06-18,REGULAR
CUST00110,Rohan Verma,rohanverma110@example.com,2025-06-30,REGULAR
CUST00111,Simran Malhotra,simranmalhotra111@example.com,2023-06-09,PREMIUM
CUST00112,Rohan Agarwal,rohanagarwal112@example.com,2023-08-04,VIP
CUST00113,Ankit Kumar,ankitkumar113@example.com,2024-12-04,VIP
CUST00114,Kavya Gupta,kavyagupta114@example.com,2024-06-01,PREMIUM
CUST00115,Rohan Sharma,rohansharma115@example.com,2023-04-05,VIP
CUST00116,Sneha Gupta,snehagupta116@example.com,2023-02-15,REGULAR
CUST00117,Ankit Singh,ankitsingh117@example.com,2024-10-14,PREMIUM
CUST00118,Priya Patel,priyapatel118@example.com,2024-07-18,VIP
CUST00119,Sneha Malhotra,snehamalhotra119@example.com,2023-01-10,REGULAR
CUST00120,Amit Singh,amitsingh120@example.com,2024-07-12,REGULAR
CUST00121,Kavya Mehta,kavyamehta121@example.com,2024-08-19,VIP
CUST00122,Priya Joshi,priyajoshi122@example.com,2023-05-11,REGULAR
CUST00123,Rohan Mehta,rohanmehta123@example.com,2025-07-09,REGULAR
CUST00124,Nikhil Mehta,nikhilmehta124@example.com,2023-08-04,VIP
CUST00125,Neha Verma,nehaverma125@example.com,2023-12-29,VIP
CUST00126,Nikhil Joshi,nikhiljoshi126@example.com,2024-09-27,VIP
CUST00127,Priya Kumar,priyakumar127@example.com,2025-06-04,REGULAR
CUST00128,Aditya Singh,adityasingh128@example.com,2025-06-21,PREMIUM
CUST00129,Rahul Singh,rahulsingh129@example.com,2025-01-24,PREMIUM
CUST00130,Aditya Joshi,adityajoshi130@example.com,2025-04-01,VIP
CUST00131,Kavya Kumar,kavyakumar131@example.com,2023-10-01,REGULAR
CUST00132,Aditya Verma,adityaverma132@example.com,2024-01-27,REGULAR
CUST00133,Kavya Patel,kavyapatel133@example.com,2023-08-16,REGULAR
CUST00134,Kavya Patel,kavyapatel134@example.com,2023-12-25,PREMIUM
CUST00135,Kavya Kumar,kavyakumar135@example.com,2023-08-17,REGULAR
CUST00136,Vikas Kumar,vikaskumar136@example.com,2024-02-13,PREMIUM
CUST00137,Rohan Verma,rohanverma137@example.com,2025-03-02,PREMIUM
CUST00138,Ankit Malhotra,ankitmalhotra138@example.com,2024-02-14,VIP
CUST00139,Kavya Malhotra,kavyamalhotra139@example.com,2023-12-06,REGULAR
CUST00140,Amit Gupta,amitgupta140@example.com,2023-07-02,VIP
CUST00141,Rohan Sharma,rohansharma141@example.com,2023-04-22,VIP
CUST00142,Sneha Mehta,snehamehta142@example.com,2025-01-16,PREMIUM
CUST00143,Sneha Agarwal,snehaagarwal143@example.com,2024-06-07,REGULAR
CUST00144,Sneha Agarwal,snehaagarwal144@example.com,2023-07-14,PREMIUM
CUST00145,Rahul Joshi,rahuljoshi145@example.com,2023-01-02,VIP
CUST00146,Nikhil Malhotra,nikhilmalhotra146@example.com,2024-12-04,VIP
CUST00147,Simran Kumar,simrankumar147@example.com,2024-01-08,PREMIUM
CUST00148,Amit Mehta,amitmehta148@example.com,2024-09-30,PREMIUM
CUST00149,Vikas Verma,vikasverma149@example.com,2025-01-07,PREMIUM
CUST00150,Pooja Gupta,poojaguptaexample.com,2023-12-01,PREMIUM
CUST00151,Simran Gupta,simrangupta151@example.com,2024-07-21,REGULAR
CUST00152,Neha Joshi,nehajoshi152@example.com,2024-11-11,PREMIUM
CUST00153,Vikas Singh,vikassingh153@example.com,2024-09-22,VIP
CUST00154,Rohan Joshi,rohanjoshi154@example.com,2024-07-15,REGULAR
CUST00155,Rohan Gupta,rohangupta155@example.com,2023-08-04,PREMIUM
CUST00156,Aditya Agarwal,adityaagarwal156@example.com,2024-09-13,VIP
CUST00157,Ankit Patel,ankitpatel157@example.com,2024-03-28,PREMIUM
CUST00158,Vikas Kumar,vikaskumar158@example.com,2024-06-07,PREMIUM
CUST00159,Aditya Singh,adityasingh159@example.com,2024-11-05,REGULAR
CUST00160,Rohan Malhotra,rohanmalhotra160@example.com,2024-11-10,VIP
CUST00161,Arjun Mehta,arjunmehta161@example.com,2023-04-06,REGULAR
CUST00162,Vikas Gupta,vikasgupta162@example.com,2023-08-19,REGULAR
CUST00163,Priya Sharma,priyasharma163@example.com,2023-02-17,REGULAR
CUST00164,Karan Agarwal,karanagarwal164@example.com,2025-05-20,REGULAR
CUST00165,Karan Joshi,karanjoshi165@example.com,2025-06-26,VIP
CUST00166,Arjun Kumar,arjunkumar166@example.com,2025-01-05,VIP
CUST00167,Sneha Patel,snehapatel167@example.com,2024-02-14,REGULAR
CUST00168,Priya Sharma,priyasharma168@example.com,2025-07-03,REGULAR
CUST00169,Aditya Joshi,adityajoshi169@example.com,2023-08-13,REGULAR
CUST00170,Aditya Malhotra,adityamalhotra170@example.com,2024-04-20,REGULAR
CUST00171,Pooja Kumar,poojakumar171@example.com,2025-07-28,REGULAR
CUST00172,Karan Singh,karansingh172@example.com,2025-03-31,PREMIUM
CUST00173,Vikas Malhotra,vikasmalhotra173@example.com,2024-07-26,VIP
CUST00174,Ankit Patel,ankitpatel174@example.com,2024-09-19,VIP
CUST00175,Nikhil Malhotra,nikhilmalhotra175@example.com,2024-03-12,VIP
CUST00176,Karan Singh,karansingh176@example.com,2025-01-31,PREMIUM
CUST00177,Karan Gupta,karangupta177@example.com,2025-02-08,REGULAR
CUST00178,Kavya Gupta,kavyagupta178@example.com,2025-02-23,VIP
CUST00179,Karan Kumar,karankumar179@example.com,2023-10-09,PREMIUM
CUST00180,Amit Gupta,amitgupta180@example.com,2023-08-29,PREMIUM
CUST00181,Ankit Mehta,ankitmehta181@example.com,2025-07-03,VIP
CUST00182,Amit Singh,amitsingh182@example.com,2023-06-04,REGULAR
CUST00183,Sneha Singh,snehasingh183@example.com,2024-12-24,REGULAR
CUST00184,Amit Joshi,amitjoshi184@example.com,2024-02-22,PREMIUM
CUST00185,Pooja Patel,poojapatel185@example.com,2024-03-01,REGULAR
CUST00186,Neha Joshi,nehajoshi186@example.com,2024-02-03,VIP
CUST00187,Simran Sharma,simransharma187@example.com,2025-05-27,VIP
CUST00188,Sneha Patel,snehapatel188@example.com,2023-01-07,PREMIUM
CUST00189,Rohan Joshi,rohanjoshi189@example.com,2025-05-23,PREMIUM
CUST00190,Pooja Malhotra,poojamalhotra190@example.com,2025-03-30,VIP
CUST00191,Nikhil Kumar,nikhilkumar191@example.com,2024-05-14,REGULAR
CUST00192,Rohan Joshi,rohanjoshi192@example.com,2024-05-12,REGULAR
CUST00193,Sneha Mehta,snehamehta193@example.com,2024-11-15,VIP
CUST00194,Aditya Joshi,adityajoshi194@example.com,2025-01-11,REGULAR
CUST00195,Kavya Patel,kavyapatel195@example.com,2025-07-30,REGULAR
CUST00196,Arjun Malhotra,arjunmalhotra196@example.com,2023-01-28,PREMIUM
CUST00197,Arjun Agarwal,arjunagarwal197@example.com,2024-11-09,REGULAR
CUST00198,Amit Joshi,amitjoshi198@example.com,2023-05-19,PREMIUM
CUST00199,Priya Sharma,priyasharma199@example.com,2023-09-24,PREMIUM
CUST00200,Ankit Kumar,ankitkumarexample.com,2023-12-01,PREMIUM
CUST00201,Aditya Joshi,adityajoshi201@example.com,2023-10-12,PREMIUM
CUST00202,Rohan Verma,rohanverma202@example.com,2024-04-26,REGULAR
CUST00203,Simran Malhotra,simranmalhotra203@example.com,2023-02-23,PREMIUM
CUST00204,Neha Verma,nehaverma204@example.com,2025-03-10,VIP
CUST00205,Rahul Sharma,rahulsharma205@example.com,2023-09-11,REGULAR
CUST00206,Kavya Sharma,kavyasharma206@example.com,2024-09-28,REGULAR
CUST00207,Neha Singh,nehasingh207@example.com,2024-04-29,VIP
CUST00208,Amit Agarwal,amitagarwal208@example.com,2023-08-12,PREMIUM
CUST00209,Simran Gupta,simrangupta209@example.com,2025-02-24,PREMIUM
CUST00210,Priya Agarwal,priyaagarwal210@example.com,2024-09-13,VIP
CUST00211,Simran Verma,simranverma211@example.com,2025-03-07,REGULAR
CUST00212,Rohan Verma,rohanverma212@example.com,2024-08-15,REGULAR
CUST00213,Nikhil Gupta,nikhilgupta213@example.com,2024-08-12,VIP
CUST00214,Nikhil Joshi,nikhiljoshi214@example.com,2024-02-11,VIP
CUST00215,Neha Verma,nehaverma215@example.com,2024-08-29,VIP
CUST00216,Kavya Kumar,kavyakumar216@example.com,2023-04-15,VIP
CUST00217,Aditya Gupta,adityagupta217@example.com,2025-05-20,VIP
CUST00218,Arjun Verma,arjunverma218@example.com,2025-03-26,VIP
CUST00219,Aditya Sharma,adityasharma219@example.com,2023-12-22,VIP
CUST00220,Sneha Mehta,snehamehta220@example.com,2023-03-12,VIP
CUST00221,Vikas Mehta,vikasmehta221@example.com,2023-01-13,PREMIUM
CUST00222,Kavya Patel,kavyapatel222@example.com,2023-04-19,PREMIUM
CUST00223,Ankit Patel,ankitpatel223@example.com,2024-12-25,REGULAR
CUST00224,Sneha Singh,snehasingh224@example.com,2025-01-21,VIP
CUST00225,Vikas Gupta,vikasgupta225@example.com,2024-09-22,VIP
CUST00226,Aditya Patel,adityapatel226@example.com,2024-04-21,PREMIUM
CUST00227,Kavya Agarwal,kavyaagarwal227@example.com,2023-10-02,PREMIUM
CUST00228,Kavya Kumar,kavyakumar228@example.com,2025-04-30,REGULAR
CUST00229,Rohan Patel,rohanpatel229@example.com,2023-09-07,PREMIUM
CUST00230,Arjun Agarwal,arjunagarwal230@example.com,2024-11-15,PREMIUM
CUST00231,Ankit Sharma,ankitsharma231@example.com,2024-05-21,PREMIUM
CUST00232,Priya Patel,priyapatel232@example.com,2023-08-06,PREMIUM
CUST00233,Aditya Gupta,adityagupta233@example.com,2023-12-15,PREMIUM
CUST00234,Nikhil Agarwal,nikhilagarwal234@example.com,2024-12-19,PREMIUM
CUST00235,Pooja Sharma,poojasharma235@example.com,2024-06-13,REGULAR
CUST00236,Amit Kumar,amitkumar236@example.com,2025-01-07,PREMIUM
CUST00237,Karan Malhotra,karanmalhotra237@example.com,2025-02-15,REGULAR
CUST00238,Simran Patel,simranpatel238@example.com,2024-10-23,VIP
CUST00239,Karan Patel,karanpatel239@example.com,2025-03-22,REGULAR
CUST00240,Amit Gupta,amitgupta240@example.com,2023-08-15,PREMIUM
CUST00241,Simran Kumar,simrankumar241@example.com,2023-11-10,VIP
CUST00242,Arjun Mehta,arjunmehta242@example.com,2024-04-29,VIP
CUST00243,Pooja Mehta,poojamehta243@example.com,2024-03-11,VIP
CUST00244,Pooja Mehta,poojamehta244@example.com,2023-12-27,VIP
CUST00245,Karan Gupta,karangupta245@example.com,2023-11-10,PREMIUM
CUST00246,Neha Verma,nehaverma246@example.com,2025-01-08,REGULAR
CUST00247,Ankit Verma,ankitverma247@example.com,2025-01-30,VIP
CUST00248,Aditya Singh,adityasingh248@example.com,2023-07-16,REGULAR
CUST00249,Simran Patel,simranpatel249@example.com,2023-10-11,VIP
CUST00250,Arjun Malhotra,arjunmalhotra.com,2023-04-13,REGULAR
CUST00251,Rohan Kumar,rohankumar251@example.com,2024-01-05,REGULAR
CUST00252,Rohan Sharma,rohansharma252@example.com,2024-12-26,VIP
CUST00253,Priya Gupta,priyagupta253@example.com,2023-02-16,REGULAR
CUST00254,Pooja Gupta,poojagupta254@example.com,2024-12-15,REGULAR
CUST00255,Vikas Patel,vikaspatel255@example.com,2023-04-16,REGULAR
CUST00256,Arjun Gupta,arjungupta256@example.com,2024-04-25,PREMIUM
CUST00257,Karan Mehta,karanmehta257@example.com,2023-07-08,REGULAR
CUST00258,Rohan Patel,rohanpatel258@example.com,2023-04-27,REGULAR
CUST00259,Sneha Patel,snehapatel259@example.com,2023-03-17,VIP
CUST00260,Vikas Sharma,vikassharma260@example.com,2023-06-05,REGULAR
CUST00261,Aditya Agarwal,adityaagarwal261@example.com,2023-11-08,REGULAR
CUST00262,Neha Verma,nehaverma262@example.com,2024-07-25,PREMIUM
CUST00263,Arjun Agarwal,arjunagarwal263@example.com,2025-03-20,VIP
CUST00264,Neha Malhotra,nehamalhotra264@example.com,2024-01-25,PREMIUM
CUST00265,Nikhil Patel,nikhilpatel265@example.com,2023-11-01,VIP
CUST00266,Sneha Gupta,snehagupta266@example.com,2024-08-05,VIP
CUST00267,Rahul Agarwal,rahulagarwal267@example.com,2025-01-27,REGULAR
CUST00268,Aditya Kumar,adityakumar268@example.com,2024-10-02,REGULAR
CUST00269,Rohan Verma,rohanverma269@example.com,2023-06-10,REGULAR
CUST00270,Priya Malhotra,priyamalhotra270@example.com,2023-03-18,REGULAR
CUST00271,Rahul Joshi,rahuljoshi271@example.com,2024-04-06,VIP
CUST00272,Arjun Patel,arjunpatel272@example.com,2023-10-26,REGULAR
CUST00273,Neha Gupta,nehagupta273@example.com,2024-12-24,PREMIUM
CUST00274,Simran Patel,simranpatel274@example.com,2023-03-14,VIP
CUST00275,Neha Gupta,nehagupta275@example.com,2025-03-17,VIP
CUST00276,Arjun Kumar,arjunkumar276@example.com,2024-03-11,REGULAR
CUST00277,Pooja Kumar,poojakumar277@example.com,2024-10-25,REGULAR
CUST00278,Nikhil Gupta,nikhilgupta278@example.com,2025-04-26,REGULAR
CUST00279,Amit Sharma,amitsharma279@example.com,2023-06-19,PREMIUM
CUST00280,Arjun Agarwal,arjunagarwal280@example.com,2025-08-01,PREMIUM
CUST00281,Karan Verma,karanverma281@example.com,2024-04-24,VIP
CUST00282,Rohan Joshi,rohanjoshi282@example.com,2023-10-06,VIP
CUST00283,Pooja Patel,poojapatel283@example.com,2024-03-24,REGULAR
CUST00284,Arjun Sharma,arjunsharma284@example.com,2025-06-29,PREMIUM
CUST00285,Simran Mehta,simranmehta285@example.com,2024-09-10,PREMIUM
CUST00286,Rahul Verma,rahulverma286@example.com,2023-08-23,VIP
CUST00287,Kavya Agarwal,kavyaagarwal287@example.com,2024-08-24,REGULAR
CUST00288,Aditya Gupta,adityagupta288@example.com,2024-08-13,REGULAR
CUST00289,Aditya Singh,adityasingh289@example.com,2024-04-26,VIP
CUST00290,Vikas Patel,vikaspatel290@example.com,2025-07-27,PREMIUM
CUST00291,Priya Agarwal,priyaagarwal291@example.com,2024-03-22,VIP
CUST00292,Kavya Patel,kavyapatel292@example.com,2023-04-04,PREMIUM
CUST00293,Ankit Joshi,ankitjoshi293@example.com,2023-12-08,PREMIUM
CUST00294,Vikas Verma,vikasverma294@example.com,2025-05-28,REGULAR
CUST00295,Ankit Joshi,ankitjoshi295@example.com,2024-12-11,PREMIUM
CUST00296,Rohan Joshi,rohanjoshi296@example.com,2025-04-13,VIP
CUST00297,Rahul Patel,rahulpatel297@example.com,2023-04-01,PREMIUM
CUST00298,Rohan Mehta,rohanmehta298@example.com,2023-04-29,PREMIUM
CUST00299,Kavya Malhotra,kavyamalhotra299@example.com,2025-04-24,REGULAR
CUST00300,Vikas Malhotra,vikasmalhotraexample.com,2024-02-28,REGULAR
CUST00301,Neha Malhotra,nehamalhotra301@example.com,2024-01-06,VIP
CUST00302,Aditya Patel,adityapatel302@example.com,2024-10-02,PREMIUM
CUST00303,Aditya Sharma,adityasharma303@example.com,2023-07-28,PREMIUM
CUST00304,Pooja Singh,poojasingh304@example.com,2023-10-22,PREMIUM
CUST00305,Nikhil Patel,nikhilpatel305@example.com,2023-05-05,REGULAR
CUST00306,Vikas Agarwal,vikasagarwal306@example.com,2025-03-29,REGULAR
CUST00307,Simran Singh,simransingh307@example.com,2023-11-15,VIP
CUST00308,Rahul Malhotra,rahulmalhotra308@example.com,2024-02-22,REGULAR
CUST00309,Neha Verma,nehaverma309@example.com,2024-04-17,REGULAR
CUST00310,Vikas Singh,vikassingh310@example.com,2024-05-25,VIP
CUST00311,Rohan Malhotra,rohanmalhotra311@example.com,2024-12-23,PREMIUM
CUST00312,Sneha Patel,snehapatel312@example.com,2024-04-28,REGULAR
CUST00313,Karan Malhotra,karanmalhotra313@example.com,2023-05-29,PREMIUM
CUST00314,Neha Agarwal,nehaagarwal314@example.com,2024-06-04,VIP
CUST00315,Nikhil Singh,nikhilsingh315@example.com,2025-06-03,REGULAR
CUST00316,Rohan Joshi,rohanjoshi316@example.com,2023-12-15,VIP
CUST00317,Rohan Sharma,rohansharma317@example.com,2023-10-17,VIP
CUST00318,Rohan Agarwal,rohanagarwal318@example.com,2024-08-16,VIP
CUST00319,Karan Singh,karansingh319@example.com,2024-04-02,VIP
CUST00320,Karan Mehta,karanmehta320@example.com,2023-12-07,VIP
CUST00321,Aditya Malhotra,adityamalhotra321@example.com,2024-01-22,PREMIUM
CUST00322,Nikhil Mehta,nikhilmehta322@example.com,2025-06-09,REGULAR
CUST00323,Simran Kumar,simrankumar323@example.com,2024-08-08,PREMIUM
CUST00324,Neha Joshi,nehajoshi324@example.com,2023-02-14,PREMIUM
CUST00325,Simran Patel,simranpatel325@example.com,2024-12-23,PREMIUM
CUST00326,Sneha Singh,snehasingh326@example.com,2024-05-22,REGULAR
CUST00327,Priya Malhotra,priyamalhotra327@example.com,2024-08-27,PREMIUM
CUST00328,Kavya Verma,kavyaverma328@example.com,2025-06-14,PREMIUM
CUST00329,Amit Malhotra,amitmalhotra329@example.com,2025-07-21,PREMIUM
CUST00330,Rahul Singh,rahulsingh330@example.com,2024-02-24,VIP
CUST00331,Priya Verma,priyaverma331@example.com,2024-04-25,PREMIUM
CUST00332,Ankit Agarwal,ankitagarwal332@example.com,2024-12-10,PREMIUM
CUST00333,Vikas Verma,vikasverma333@example.com,2025-05-22,PREMIUM
CUST00334,Kavya Malhotra,kavyamalhotra334@example.com,2024-01-25,PREMIUM
CUST00335,Vikas Patel,vikaspatel335@example.com,2025-06-12,VIP
CUST00336,Rahul Agarwal,rahulagarwal336@example.com,2023-03-12,REGULAR
CUST00337,Vikas Gupta,vikasgupta337@example.com,2023-08-21,VIP
CUST00338,Amit Joshi,amitjoshi338@example.com,2023-04-11,VIP
CUST00339,Simran Verma,simranverma339@example.com,2024-03-30,REGULAR
CUST00340,Simran Gupta,simrangupta340@example.com,2025-07-14,REGULAR
CUST00341,Rahul Mehta,rahulmehta341@example.com,2025-03-26,REGULAR
CUST00342,Rohan Mehta,rohanmehta342@example.com,2024-01-19,PREMIUM
CUST00343,Priya Kumar,priyakumar343@example.com,2024-06-27,PREMIUM
CUST00344,Arjun Singh,arjunsingh344@example.com,2023-06-24,REGULAR
CUST00345,Amit Agarwal,amitagarwal345@example.com,2025-06-10,PREMIUM
CUST00346,Arjun Kumar,arjunkumar346@example.com,2024-05-24,VIP
CUST00347,Priya Kumar,priyakumar347@example.com,2024-04-17,VIP
CUST00348,Rohan Patel,rohanpatel348@example.com,2023-09-19,VIP
CUST00349,Rahul Patel,rahulpatel349@example.com,2025-07-11,PREMIUM
CUST00350,Vikas Malhotra,vikasmalhotra@,2023-03-17,PREMIUM
CUST00351,Ankit Agarwal,ankitagarwal351@example.com,2023-11-03,VIP
CUST00352,Sneha Gupta,snehagupta352@example.com,2024-04-12,PREMIUM
CUST00353,Neha Joshi,nehajoshi353@example.com,2025-05-23,PREMIUM
CUST00354,Amit Kumar,amitkumar354@example.com,2024-01-26,VIP
CUST00355,Ankit Agarwal,ankitagarwal355@example.com,2023-10-30,VIP
CUST00356,Rohan Sharma,rohansharma356@example.com,2025-04-29,VIP
CUST00357,Sneha Gupta,snehagupta357@example.com,2023-01-09,VIP
